,Unnamed: 0,excel,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
33,33,33,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:53,530,,Matterhorn mountain in Swiss Alps lighted with tricolour in the name of HOPE after India under @narendramodi supplied HCQ tablets & leads the #Covid_19 battle ... #IndiaFightsCorona pic.twitter.com/niGhf1R9Kp,"['#covid_19', '#indiafightscorona']",[],1.13e+18,1.13e+18,vikram_singh021,Vikram Singh,6,23,https://twitter.com/vikram_singh021/status/1251577123401326592,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1133720777860116482', 'username': 'vikram_singh021'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,matterhorn   mountain   swiss   alp   light   tricolour   name   hope   india   suppli   hcq   tablet   lead   covid   battl   indiafightscorona  ,1
42,42,42,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:52,530,,Next time @PMOIndia will wait for @RahulGandhi ' #Warning' not '#Suggestion ' before taking any action against #COVID as @narendramodi #IndiaFightsCorona,"['#warning', '#suggestion', '#covid', '#indiafightscorona']",[],373960005.0,373960005.0,burman_vishal,Vishal Burman,6,23,https://twitter.com/burman_vishal/status/1251576792038719489,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '373960005', 'username': 'burman_vishal'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '3171712086', 'username': 'RahulGandhi'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,next   time   wait   warn   suggest   take   action   covid   indiafightscorona  ,0
77,77,77,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:47,530,,"Young Saibaa and Saisha have a message....watch.
#IndiaFightsCorona
#Gujarat #Ahmedabad #Vadodara #Rajkot #Surat #India #corona #covid19
#EachOneReachOne
#MeAt20
#Switzerland
#WorldHeritageDay
#ThankYouBTS
#MaheshBabu
#COVID
#AirIndia pic.twitter.com/1izSIp56Qz","['#indiafightscorona', '#gujarat', '#ahmedabad', '#vadodara', '#rajkot', '#surat', '#india', '#corona', '#covid19', '#eachonereachone', '#meat20', '#switzerland', '#worldheritageday', '#thankyoubts', '#maheshbabu', '#covid', '#airindia']",[],1.05e+18,1.05e+18,crowdniks,Crowdniks,6,23,https://twitter.com/crowdniks/status/1251575542479978496,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1054609010647691264', 'username': 'crowdniks'}]",,,,,young   saibaa   saisha   messag   watch   indiafightscorona   gujarat   ahmedabad   vadodara   rajkot   surat   india   corona   covid   eachonereachon   meat   switzerland   worldheritageday   thankyoubt   maheshbabu   covid   airindia  ,-1
79,79,79,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:46,530,,"I am not convinced why stranded poor can't be sent home maintaining #SocialDistancing 
Since a lot of movement is already happening. 
If we are serious about life we must also look like.
#covidindia #COVID19Pandemic #Covid_19india #IndiaFightsCorona #IndiaUnderLockdown","['#socialdistancing', '#covidindia', '#covid19pandemic', '#covid_19india', '#indiafightscorona', '#indiaunderlockdown']",[],78238727.0,78238727.0,anuragconnect,Anurag Naidu,6,23,https://twitter.com/anuragconnect/status/1251575367103655939,False,0,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '78238727', 'username': 'anuragconnect'}]",,,,,convinc   strand   poor   sent   home   maintain   socialdistanc   sinc   lot   movement   alreadi   happen   seriou   life   must   also   look   like   covidindia   covidpandem   covid   india   indiafightscorona   indiaunderlockdown  ,-1
108,108,108,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:42,530,,"Youth fight against Covid-19
Our CoronaHeroes
#YouthFightsCorona #YAAC #YouthAllianceAgainstCorona #FeedTheNeedy #YAAC2020 #IndiaFightsCorona pic.twitter.com/zDnHwGOCUj","['#youthfightscorona', '#yaac', '#youthallianceagainstcorona', '#feedtheneedy', '#yaac2020', '#indiafightscorona']",[],140263833.0,140263833.0,santoshjnu,#YouthAgainstCorona,6,23,https://twitter.com/santoshjnu/status/1251574367462387712,False,2,0,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '140263833', 'username': 'santoshjnu'}]",,,,,youth   fight   covid   coronahero   youthfightscorona   yaac   youthallianceagainstcorona   feedtheneedi   yaac   indiafightscorona  ,-1
191,191,191,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:26,530,,"Hey Mountains ð ... I will be seeing You soon & things will be better ð©ð»
.
.
.
.
.
#indiafightscorona #quarantine #jagritichaturvedi #Djjagc #love pic.twitter.com/NIGG76hqwW","['#indiafightscorona', '#quarantine', '#jagritichaturvedi', '#djjagc', '#love']",[],1.11e+18,1.11e+18,jagriti6697,Jagriti Chaturvedi,6,23,https://twitter.com/jagriti6697/status/1251570234034515968,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1106452937914478592', 'username': 'jagriti6697'}]",,,,,hey   mountain   see   soon   thing   better   indiafightscorona   quarantin   jagritichaturvedi   djjagc   love  ,0
235,235,235,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:19,530,,"Swiss Alps light up in Indian tricolour to express message of solidarity amid COVID-19
#IndiaFightsCorona
#switzerland
#NationalLockdown
#Lockdown2
#Lockdown2Point0
#StaySafe #BeSafeâ¦  https://www.instagram.com/p/B_IZWNZgPLetqSpD0Y8sx6bcBx18Ca0-vEXPo80/?igshid=7h7swigswqdeÂ â¦","['#indiafightscorona', '#switzerland', '#nationallockdown', '#lockdown2', '#lockdown2point0', '#staysafe', '#besafe']",[],147631337.0,147631337.0,vermhashoke,Ashoka Varma Jalli,6,23,https://twitter.com/vermhashoke/status/1251568561396613120,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '147631337', 'username': 'vermhashoke'}]",,,,,swiss   alp   light   indian   tricolour   express   messag   solidar   amid   covid   indiafightscorona   switzerland   nationallockdown   lockdown   lockdownpoint   staysaf   besaf  ,-1
298,298,298,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:07,530,,"Let's fight Covid19 together. All for one. One for all. Together we shall overcome. ð#iDonatedOnAmazon. As #IndiaFightsCorona, each contribution matters. Amazon has pledged to contribute an additional 10% or more on donations to fight COVID-19. Donate Now  https://www.amazon.in/donatenowÂ ","['#idonatedonamazon', '#indiafightscorona']",[],1907345767.0,1907345767.0,amitsidd1195,amitsidd,6,23,https://twitter.com/amitsidd1195/status/1251565519586525184,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1907345767', 'username': 'amitsidd1195'}]",,,,,let   fight   covid   togeth   one   one   togeth   shall   overcom   idonatedonamazon   indiafightscorona   contribut   matter   amazon   pledg   contribut   addit   donat   fight   covid   donat  ,1
366,366,366,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 22:54,530,,"Projection of the Indian Tricolor on Matterhorn in Zermatt, Switzerland.  Switzerlandâs solidarity with India in fight against #coronavirus
#jayhind #IndiaFightsCorona
@BeFojji ð®ð³ pic.twitter.com/fvZFSmQAAD","['#coronavirus', '#jayhind', '#indiafightscorona']",[],1.1e+18,1.1e+18,souravbaghz,Sourav Bagh ð¼,6,22,https://twitter.com/souravbaghz/status/1251562135882289153,False,3,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1096337619271716865', 'username': 'souravbaghz'}, {'user_id': '1018737084566142976', 'username': 'BeFojji'}]",,,,,project   indian   tricolor   matterhorn   zermatt   switzerland   switzerland   solidar   india   fight   coronaviru   jayhind   indiafightscorona  ,-1
386,386,386,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 22:49,530,,"#IndiaFightsCorona
No directives issued by the Govt are to be diluted until the end of the lockdown. Wearing face cover is compulsory in all public places. Spitting in public places is punishable with a fine.
via NaMo App",['#indiafightscorona'],[],219976188.0,219976188.0,aanand026,Amit Anand,6,22,https://twitter.com/aanand026/status/1251561046084431872,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '219976188', 'username': 'aanand026'}]",,,,,indiafightscorona   direct   issu   govt   dilut   end   lockdown   wear   face   cover   compulsori   public   place   spit   public   place   punish   fine   via   namo   app  ,1
389,389,389,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 22:49,530,,"#IndiaFightsCorona
To provide liquidity and credit support during the lockdown, the RBI, banks, ATMs, capital and debt markets as notified by SEBI and insurance companies remain functional.
via NaMo App",['#indiafightscorona'],[],219976188.0,219976188.0,aanand026,Amit Anand,6,22,https://twitter.com/aanand026/status/1251561020054581248,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '219976188', 'username': 'aanand026'}]",,,,,indiafightscorona   provid   liquid   credit   support   lockdown   rbi   bank   atm   capit   debt   market   notifi   sebi   insur   compani   remain   function   via   namo   app  ,1
392,392,392,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 22:49,530,,"Hats off to @bharatyadavias sir and his team you all did amazing work and result is in front of us.
#IndiaFightsCorona
#Covid_19  https://twitter.com/jabalpurdm/status/1251502452324446214Â â¦","['#indiafightscorona', '#covid_19']",[],929842440.0,929842440.0,mangleshwar80,Mangleshwar yadav,6,22,https://twitter.com/mangleshwar80/status/1251560961116274688,False,1,1,0,https://twitter.com/jabalpurdm/status/1251502452324446214,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '929842440', 'username': 'mangleshwar80'}, {'user_id': '990430501', 'username': 'bharatyadavias'}]",,,,,hat   sir   team   amaz   work   result   front   u   indiafightscorona   covid  ,-1
409,409,409,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:59,530,,"My nephews & their dad @HiteshMadanEka performing their 2nd balcony gig. Link to the full performance below.
They played classic rock, Sufi, Bollywood & punjabi
@ShivAroor @AdityaRajKaul @IshitaYadav @Iyervval
#lockdown #lockdownindia #IndiaFightsCorona #music #MusicalfromHome https://twitter.com/PayalSMadan/status/1251926828379340805Â â¦","['#lockdown', '#lockdownindia', '#indiafightscorona', '#music', '#musicalfromhome']",[],90589607.0,90589607.0,piya79,Piya Sharma,7,23,https://twitter.com/piya79/status/1251940961447337984,False,3,2,1,https://twitter.com/PayalSMadan/status/1251926828379340805,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '90589607', 'username': 'piya79'}, {'user_id': '2883711540', 'username': 'HiteshMadanEka'}, {'user_id': '139189823', 'username': 'ShivAroor'}, {'user_id': '44425241', 'username': 'AdityaRajKaul'}, {'user_id': '362054834', 'username': 'IshitaYadav'}, {'user_id': '1963945884', 'username': 'Iyervval'}]",,,,,nephew   dad   perform   nd   balconi   gig   link   full   perform   play   classic   rock   sufi   bollywood   punjabi   lockdown   lockdownindia   indiafightscorona   music   musicalfromhom  ,1
416,416,416,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:58,530,,"Today they found a #covid
 + case in my locality. Looking at the incidents happening around the country, I made it point to go to the affected area with the doctors myself. I ensured the doctors are safe and made sure their work is done swiftly. #mpkarad #IndiaFightsCoronavirus pic.twitter.com/4RrWpRNzIK","['#covid', '#mpkarad', '#indiafightscoronavirus']",[],8.98e+17,8.98e+17,BhagwatKarad,Dr. Bhagwat Karad (Rajya Sabha Member),7,23,https://twitter.com/BhagwatKarad/status/1251940666822799362,False,33,4,6,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '897762913540165632', 'username': 'BhagwatKarad'}]",,,,,today   found   covid   case   local   look   incid   happen   around   countri   made   point   go   affect   area   doctor   ensur   doctor   safe   made   sure   work   done   swiftli   mpkarad   indiafightscoronaviru  ,-1
526,526,526,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:36,530,,"COVID-19 does not see race, religion, colour, caste, creed, language or borders before striking. 

Our response and conduct thereafter should attach primacy to unity and brotherhood. 
#IndiaFightsCorona
#coronavirus
#StayHomeStaySafe
#lockdown
We are in this together:","['#indiafightscorona', '#coronavirus', '#stayhomestaysafe', '#lockdown']",[],1.17e+18,1.17e+18,akaprathm,Prathmesh Borade,7,23,https://twitter.com/akaprathm/status/1251935246573989888,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1168584479700480000', 'username': 'akaprathm'}]",,,,,covid   see   race   religion   colour   cast   creed   languag   border   strike   respons   conduct   thereaft   attach   primaci   uniti   brotherhood   indiafightscorona   coronaviru   stayhomestaysaf   lockdown   togeth  ,-1
551,551,551,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:33,530,,"I'm proud of my contribution to the #PMCARESFund for Corona Virus Relief.
Now it's your turn. BY CSC SEKA Narnaul mohindergarh

Contribute on Paytm ð²
#IndiaFightsCorona
 http://bit.ly/PM-CaresÂ  pic.twitter.com/0H4EP0gu3O","['#pmcaresfund', '#indiafightscorona']",[],1.25e+18,1.25e+18,HITESHK12919541,CSC SEKA,7,23,https://twitter.com/HITESHK12919541/status/1251934412972814336,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1247785439236255744', 'username': 'HITESHK12919541'}]",,,,,proud   contribut   pmcaresfund   corona   viru   relief   turn   csc   seka   narnaul   mohindergarh   contribut   paytm   indiafightscorona  ,1
589,589,589,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:27,530,,"Hello Friends
#RajGardenPlants #ROOKHRAJPAUDHSHALA
#memories #covid_19 #corona #IndiaFightsCorona #stayhome #staysafe #Shayari #love #ishc #pyar #poem #gazal #poetry #shayar #write #writing #write #kavi #kavitaâ¦  https://www.instagram.com/p/B_K_CTxHiIW/?igshid=6jdr686k1y71Â â¦","['#rajgardenplants', '#rookhrajpaudhshala', '#memories', '#covid_19', '#corona', '#indiafightscorona', '#stayhome', '#staysafe', '#shayari', '#love', '#ishc', '#pyar', '#poem', '#gazal', '#poetry', '#shayar', '#write', '#writing', '#write', '#kavi', '#kavita']",[],375747370.0,375747370.0,rajsol29,Raj Garden Plants,7,23,https://twitter.com/rajsol29/status/1251932917166682112,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '375747370', 'username': 'rajsol29'}]",,,,,hello   friend   rajgardenpl   rookhrajpaudhshala   memori   covid   corona   indiafightscorona   stayhom   staysaf   shayari   love   ishc   pyar   poem   gazal   poetri   shayar   write   write   write   kavi   kavita  ,0
606,606,606,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:24,530,,"Hello Friends
#RajGardenPlants #covid_19 #corona #IndiaFightsCorona #stayhome #staysafe #Shayari #love #ishc #pyar #poem #gazal #poetry #shayar #write #writing #write #kavi #kavita #dard #heart #dil #heartbrokenâ¦  https://www.instagram.com/p/B_K-toiHqHN/?igshid=14oqwmhl7kpkxÂ â¦","['#rajgardenplants', '#covid_19', '#corona', '#indiafightscorona', '#stayhome', '#staysafe', '#shayari', '#love', '#ishc', '#pyar', '#poem', '#gazal', '#poetry', '#shayar', '#write', '#writing', '#write', '#kavi', '#kavita', '#dard', '#heart', '#dil', '#heartbroken']",[],375747370.0,375747370.0,rajsol29,Raj Garden Plants,7,23,https://twitter.com/rajsol29/status/1251932205468848130,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '375747370', 'username': 'rajsol29'}]",,,,,hello   friend   rajgardenpl   covid   corona   indiafightscorona   stayhom   staysaf   shayari   love   ishc   pyar   poem   gazal   poetri   shayar   write   write   write   kavi   kavita   dard   heart   dil   heartbroken  ,0
625,625,625,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:21,530,,"Hello Friends
#RajGardenPlants #ROOKHRAJPAUDHSHALA
#memories #covid_19 #corona #IndiaFightsCorona #stayhome #staysafe #Shayari #love #ishc #pyar #poem #gazal #poetry #shayar #write #writing #write #kavi #kavitaâ¦  https://www.instagram.com/p/B_K-WHlnyk6/?igshid=17wk4mi34a0pkÂ â¦","['#rajgardenplants', '#rookhrajpaudhshala', '#memories', '#covid_19', '#corona', '#indiafightscorona', '#stayhome', '#staysafe', '#shayari', '#love', '#ishc', '#pyar', '#poem', '#gazal', '#poetry', '#shayar', '#write', '#writing', '#write', '#kavi', '#kavita']",[],375747370.0,375747370.0,rajsol29,Raj Garden Plants,7,23,https://twitter.com/rajsol29/status/1251931394063859712,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '375747370', 'username': 'rajsol29'}]",,,,,hello   friend   rajgardenpl   rookhrajpaudhshala   memori   covid   corona   indiafightscorona   stayhom   staysaf   shayari   love   ishc   pyar   poem   gazal   poetri   shayar   write   write   write   kavi   kavita  ,0
639,639,639,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:18,530,,"Hello Friends
#RajGardenPlants #ROOKHRAJPAUDHSHALA
#memories #covid_19 #corona #IndiaFightsCorona #stayhome #staysafe #Shayari #love #ishc #pyar #poem #gazal #poetry #shayar #write #writing #write #kavi #kavitaâ¦  https://www.instagram.com/p/B_K-E0UHFNd/?igshid=1usf7uhw5pq8tÂ â¦","['#rajgardenplants', '#rookhrajpaudhshala', '#memories', '#covid_19', '#corona', '#indiafightscorona', '#stayhome', '#staysafe', '#shayari', '#love', '#ishc', '#pyar', '#poem', '#gazal', '#poetry', '#shayar', '#write', '#writing', '#write', '#kavi', '#kavita']",[],375747370.0,375747370.0,rajsol29,Raj Garden Plants,7,23,https://twitter.com/rajsol29/status/1251930802662838274,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '375747370', 'username': 'rajsol29'}]",,,,,hello   friend   rajgardenpl   rookhrajpaudhshala   memori   covid   corona   indiafightscorona   stayhom   staysaf   shayari   love   ishc   pyar   poem   gazal   poetri   shayar   write   write   write   kavi   kavita  ,0
660,660,660,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:15,530,,"Missing this place & those gorgeous evenings we spent there...â¤ï¸
@connaughtplace1 #delhi #DelhiFightsCovid #Covid_19 #Quarantine #CityBeautiful #CoronavirusOutbreakindia #IndiaFightsCorona pic.twitter.com/yJPNtIWuzs","['#delhi', '#delhifightscovid', '#covid_19', '#quarantine', '#citybeautiful', '#coronavirusoutbreakindia', '#indiafightscorona']",[],933595256.0,933595256.0,theCanonFanboy,Bobby Roy,7,23,https://twitter.com/theCanonFanboy/status/1251929894596075521,False,10,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '933595256', 'username': 'theCanonFanboy'}, {'user_id': '823542349997305856', 'username': 'connaughtplace1'}]",,,,,miss   place   gorgeou   even   spent   delhi   delhifightscovid   covid   quarantin   citybeauti   coronavirusoutbreakindia   indiafightscorona  ,1
685,685,685,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:11,530,,"TRUE this needs to be stopped in this country @jaavedjaaferi bhai, absolutely sad having such people in our country who are so engaged in spreading only Hate #FakeNews and not love. #unityisstrength Of ð®ð³â¨ Jai Hind ð®ð³â¨. #Mumbai #India #IndiaFightsCorona #lockdown #Maharashtra https://twitter.com/jaavedjaaferi/status/1251909595242561536Â â¦","['#fakenews', '#unityisstrength', '#mumbai', '#india', '#indiafightscorona', '#lockdown', '#maharashtra']",[],244029349.0,244029349.0,aliabbasahmed,Ali Abbas Sultan Ahmed,7,23,https://twitter.com/aliabbasahmed/status/1251928960717352960,False,5,0,2,https://twitter.com/jaavedjaaferi/status/1251909595242561536,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '244029349', 'username': 'aliabbasahmed'}, {'user_id': '90628174', 'username': 'jaavedjaaferi'}]",,,,,true   need   stop   countri   bhai   absolut   sad   peopl   countri   engag   spread   hate   fakenew   love   unityisstrength   jai   hind   mumbai   india   indiafightscorona   lockdown   maharashtra  ,-1
704,704,704,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:07,530,,We are all in this together fighting against covid-19 Let's Save the World ððð #Lockdown2 #COVID19 #CoronavirusOutbreak #awareness #IndiaFightsCorona #StayHomeIndia #StaySafeStayHealthy @WHO @PMOIndia @HemantSorenJMM @MoHFW_INDIA @dc_sahibganj @SahibganjIprd pic.twitter.com/JaVOxSrXjP,"['#lockdown2', '#covid19', '#coronavirusoutbreak', '#awareness', '#indiafightscorona', '#stayhomeindia', '#staysafestayhealthy']",[],7.76e+17,7.76e+17,abhaygupta150,Abhay Gupta,7,23,https://twitter.com/abhaygupta150/status/1251927834412679171,False,3,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '776029961626923008', 'username': 'abhaygupta150'}, {'user_id': '14499829', 'username': 'WHO'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '951457762835337217', 'username': 'HemantSorenJMM'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}, {'user_id': '971624460024365056', 'username': 'dc_sahibganj'}]",,,,,togeth   fight   covid   let   save   world   lockdown   covid   coronavirusoutbreak   awar   indiafightscorona   stayhomeindia   staysafestayhealthi  ,-1
711,711,711,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:05,530,Ajabgarh,"PLEASE RETWEET -
#IndiaFightsCorona

PM @narendramodi's 7 mantra to fight #coronavirus .

#saptapadi #StayAtHomeSaveLives #StayHomeStaySafe #StayHome
#CoronaVirus #COVID2019 #coronavirusindia #CoronavirusOutbreak  pic.twitter.com/Tfo53jEdBE pic.twitter.com/FjgW7XZSBe â at Ajabgarh","['#indiafightscorona', '#coronavirus', '#saptapadi', '#stayathomesavelives', '#stayhomestaysafe', '#stayhome', '#coronavirus', '#covid2019', '#coronavirusindia', '#coronavirusoutbreak']",[],8.97e+17,8.97e+17,NarsiKarodiya,Narsi Karodiyað®ð³,7,23,https://twitter.com/NarsiKarodiya/status/1251927443545436160,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '896760840833048578', 'username': 'NarsiKarodiya'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,pleas   retweet   indiafightscorona   pm   mantra   fight   coronaviru   saptapadi   stayathomesavel   stayhomestaysaf   stayhom   coronaviru   covid   coronavirusindia   coronavirusoutbreak   ajabgarh  ,-1
714,714,714,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:05,530,,"#IndiaFightsCorona
SOPs during lockdown
via NaMo App  pic.twitter.com/kVgzkrg130",['#indiafightscorona'],[],4236767834.0,4236767834.0,PNMISHRA20,P.N MISHRA,7,23,https://twitter.com/PNMISHRA20/status/1251927367913594880,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '4236767834', 'username': 'PNMISHRA20'}]",,,,,indiafightscorona   sop   lockdown   via   namo   app  ,1
729,729,729,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:02,530,,"What to do during Lockdown ?
#IndiaFightsCorona pic.twitter.com/YwdrnMmcKs",['#indiafightscorona'],[],8.6e+17,8.6e+17,bjpmpofficial,Bjpmpofficial,7,23,https://twitter.com/bjpmpofficial/status/1251926557565870080,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '860106575465390080', 'username': 'bjpmpofficial'}]",,,,,lockdown   indiafightscorona  ,1
918,918,918,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:27,530,,"Small effort by me and my friends to salute #coronavirus fighters.

Link -  https://youtu.be/8Jr_0l3BoRIÂ 
@narendramodi @PMOIndia @ArvindKejriwal @RubikaLiyaquat @SrBachchan
Please like and share. India win this fight against Corona Virus. #COVIDã¼19 #IndiaFightsCorona #lockdown","['#coronavirus', '#covidã¼19', '#indiafightscorona', '#lockdown']",[],2782079041.0,2782079041.0,garimagpt20,Garima Gupta,1,23,https://twitter.com/garimagpt20/status/1252295235687809028,False,2,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2782079041', 'username': 'garimagpt20'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '1062742964', 'username': 'RubikaLiyaquat'}, {'user_id': '145125358', 'username': 'SrBachchan'}]",,,,,small   effort   friend   salut   coronaviru   fighter   link   pleas   like   share   india   win   fight   corona   viru   covid   indiafightscorona   lockdown  ,1
1011,1011,1011,1.25e+18,1.25e+18,1587400000000.0,20-04-2020 23:11,530,,"COVID-19 does not see race, religion, colour, caste, creed, language or border before striking. Our response and conduct thereafter should attach primacy to unity and brotherhood. 

The future will be about togetherness and resilience: PM Shri @narendramodi ji #IndiaFightsCorona pic.twitter.com/yjPAw2Ai5e",['#indiafightscorona'],[],8.33e+17,8.33e+17,ChitnisArchana,Archana Chitnis,1,23,https://twitter.com/ChitnisArchana/status/1252291292702392320,False,15,0,3,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '832921226909671424', 'username': 'ChitnisArchana'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,covid   see   race   religion   colour   cast   creed   languag   border   strike   respons   conduct   thereaft   attach   primaci   uniti   brotherhood   futur   togeth   resili   pm   shri   ji   indiafightscorona  ,-1
