,Unnamed: 0,excel,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
317,317,317,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:03,530,,"âWe shall overcome..â by my little nephew #Aniket India will overcome by this COVID disaster very shortly. Deep in my heart..I do believe..We shall overcome one day 
#IndiaFightCorona #ZeeNews
@NitishKumar @narendramodi @dmnalanda @NalandaLive @shriniwas_hr pic.twitter.com/u1lR7klNC9","['#aniket', '#indiafightcorona', '#zeenews']",[],79425081.0,79425081.0,lalbinit,Binit lal,6,23,https://twitter.com/lalbinit/status/1251564589994569732,False,6,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '79425081', 'username': 'lalbinit'}, {'user_id': '143409075', 'username': 'NitishKumar'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '941530012267683840', 'username': 'dmnalanda'}, {'user_id': '977821758957879296', 'username': 'NalandaLive'}, {'user_id': '707070841444376577', 'username': 'shriniwas_hr'}]",,,,,shall   overcom   littl   nephew   aniket   india   overcom   covid   disast   shortli   deep   heart   believ   shall   overcom   one   day   indiafightcorona   zeenew  ,0
343,343,343,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 22:58,530,,"Chaina has sent corona to the world.
Pakistan has sent terrorist to the world.
But I can proudly say that My India is sending Medicine to the world.
#India
#HCQS
#ipca","['#india', '#hcqs', '#ipca']",[],1285208478.0,1285208478.0,somissuman,Suman Das,6,22,https://twitter.com/somissuman/status/1251563359024975872,False,3,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1285208478', 'username': 'somissuman'}]",,,,,chaina   sent   corona   world   pakistan   sent   terrorist   world   proudli   say   india   send   medicin   world   india   hcq   ipca  ,-1
366,366,366,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 22:54,530,,"Projection of the Indian Tricolor on Matterhorn in Zermatt, Switzerland.  Switzerlandâs solidarity with India in fight against #coronavirus
#jayhind #IndiaFightsCorona
@BeFojji ð®ð³ pic.twitter.com/fvZFSmQAAD","['#coronavirus', '#jayhind', '#indiafightscorona']",[],1.1e+18,1.1e+18,souravbaghz,Sourav Bagh ð¼,6,22,https://twitter.com/souravbaghz/status/1251562135882289153,False,3,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1096337619271716865', 'username': 'souravbaghz'}, {'user_id': '1018737084566142976', 'username': 'BeFojji'}]",,,,,project   indian   tricolor   matterhorn   zermatt   switzerland   switzerland   solidar   india   fight   coronaviru   jayhind   indiafightscorona  ,-1
370,370,370,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 22:53,530,,"Salute to All Corona Warriors at the frontline of #COVID19 response.

#salutetoallfrontliners
#IndiaFightCorona
@narendramodi
@WHO pic.twitter.com/8SEVfN3wEj","['#covid19', '#salutetoallfrontliners', '#indiafightcorona']",[],50252513.0,50252513.0,BhavaneshBehere,ð± BHAVANESH BEHERE ð±,6,22,https://twitter.com/BhavaneshBehere/status/1251561916582883332,False,6,0,4,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '50252513', 'username': 'BhavaneshBehere'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '14499829', 'username': 'WHO'}]",,,,,salut   corona   warrior   frontlin   covid   respons   salutetoallfrontlin   indiafightcorona  ,1
386,386,386,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 22:49,530,,"#IndiaFightsCorona
No directives issued by the Govt are to be diluted until the end of the lockdown. Wearing face cover is compulsory in all public places. Spitting in public places is punishable with a fine.
via NaMo App",['#indiafightscorona'],[],219976188.0,219976188.0,aanand026,Amit Anand,6,22,https://twitter.com/aanand026/status/1251561046084431872,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '219976188', 'username': 'aanand026'}]",,,,,indiafightscorona   direct   issu   govt   dilut   end   lockdown   wear   face   cover   compulsori   public   place   spit   public   place   punish   fine   via   namo   app  ,1
389,389,389,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 22:49,530,,"#IndiaFightsCorona
To provide liquidity and credit support during the lockdown, the RBI, banks, ATMs, capital and debt markets as notified by SEBI and insurance companies remain functional.
via NaMo App",['#indiafightscorona'],[],219976188.0,219976188.0,aanand026,Amit Anand,6,22,https://twitter.com/aanand026/status/1251561020054581248,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '219976188', 'username': 'aanand026'}]",,,,,indiafightscorona   provid   liquid   credit   support   lockdown   rbi   bank   atm   capit   debt   market   notifi   sebi   insur   compani   remain   function   via   namo   app  ,1
392,392,392,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 22:49,530,,"Hats off to @bharatyadavias sir and his team you all did amazing work and result is in front of us.
#IndiaFightsCorona
#Covid_19  https://twitter.com/jabalpurdm/status/1251502452324446214Â â¦","['#indiafightscorona', '#covid_19']",[],929842440.0,929842440.0,mangleshwar80,Mangleshwar yadav,6,22,https://twitter.com/mangleshwar80/status/1251560961116274688,False,1,1,0,https://twitter.com/jabalpurdm/status/1251502452324446214,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '929842440', 'username': 'mangleshwar80'}, {'user_id': '990430501', 'username': 'bharatyadavias'}]",,,,,hat   sir   team   amaz   work   result   front   u   indiafightscorona   covid  ,-1
409,409,409,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:59,530,,"My nephews & their dad @HiteshMadanEka performing their 2nd balcony gig. Link to the full performance below.
They played classic rock, Sufi, Bollywood & punjabi
@ShivAroor @AdityaRajKaul @IshitaYadav @Iyervval
#lockdown #lockdownindia #IndiaFightsCorona #music #MusicalfromHome https://twitter.com/PayalSMadan/status/1251926828379340805Â â¦","['#lockdown', '#lockdownindia', '#indiafightscorona', '#music', '#musicalfromhome']",[],90589607.0,90589607.0,piya79,Piya Sharma,7,23,https://twitter.com/piya79/status/1251940961447337984,False,3,2,1,https://twitter.com/PayalSMadan/status/1251926828379340805,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '90589607', 'username': 'piya79'}, {'user_id': '2883711540', 'username': 'HiteshMadanEka'}, {'user_id': '139189823', 'username': 'ShivAroor'}, {'user_id': '44425241', 'username': 'AdityaRajKaul'}, {'user_id': '362054834', 'username': 'IshitaYadav'}, {'user_id': '1963945884', 'username': 'Iyervval'}]",,,,,nephew   dad   perform   nd   balconi   gig   link   full   perform   play   classic   rock   sufi   bollywood   punjabi   lockdown   lockdownindia   indiafightscorona   music   musicalfromhom  ,1
416,416,416,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:58,530,,"Today they found a #covid
 + case in my locality. Looking at the incidents happening around the country, I made it point to go to the affected area with the doctors myself. I ensured the doctors are safe and made sure their work is done swiftly. #mpkarad #IndiaFightsCoronavirus pic.twitter.com/4RrWpRNzIK","['#covid', '#mpkarad', '#indiafightscoronavirus']",[],8.98e+17,8.98e+17,BhagwatKarad,Dr. Bhagwat Karad (Rajya Sabha Member),7,23,https://twitter.com/BhagwatKarad/status/1251940666822799362,False,33,4,6,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '897762913540165632', 'username': 'BhagwatKarad'}]",,,,,today   found   covid   case   local   look   incid   happen   around   countri   made   point   go   affect   area   doctor   ensur   doctor   safe   made   sure   work   done   swiftli   mpkarad   indiafightscoronaviru  ,-1
433,433,433,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:54,530,,"As the lockdown continues, our feeding also continues. Distribution of food at Dallupura! 

#lockdown #IndiaFightCorona #COVID19 #Delhi #foodrelief pic.twitter.com/GTPMF5dlQR","['#lockdown', '#indiafightcorona', '#covid19', '#delhi', '#foodrelief']",[],7.48e+17,7.48e+17,wishesblessings,Wishes and Blessings,7,23,https://twitter.com/wishesblessings/status/1251939706675138560,False,2,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '747772993460281344', 'username': 'wishesblessings'}]",,,,,lockdown   continu   feed   also   continu   distribut   food   dallupura   lockdown   indiafightcorona   covid   delhi   foodrelief  ,-1
493,493,493,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:42,530,,"Corona Watch : Situation in India at 11:30 pm on April 19
#CoronaAlert #India #IndependentTracker #LucknowPost pic.twitter.com/60lTvH64z4","['#coronaalert', '#india', '#independenttracker', '#lucknowpost']",[],7.47e+17,7.47e+17,Lucknow_Post,Lucknow Post,7,23,https://twitter.com/Lucknow_Post/status/1251936839650312192,False,13,0,6,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '746747969890746369', 'username': 'Lucknow_Post'}]",,,,,corona   watch   situat   india   pm   april   coronaalert   india   independenttrack   lucknowpost  ,-1
526,526,526,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:36,530,,"COVID-19 does not see race, religion, colour, caste, creed, language or borders before striking. 

Our response and conduct thereafter should attach primacy to unity and brotherhood. 
#IndiaFightsCorona
#coronavirus
#StayHomeStaySafe
#lockdown
We are in this together:","['#indiafightscorona', '#coronavirus', '#stayhomestaysafe', '#lockdown']",[],1.17e+18,1.17e+18,akaprathm,Prathmesh Borade,7,23,https://twitter.com/akaprathm/status/1251935246573989888,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1168584479700480000', 'username': 'akaprathm'}]",,,,,covid   see   race   religion   colour   cast   creed   languag   border   strike   respons   conduct   thereaft   attach   primaci   uniti   brotherhood   indiafightscorona   coronaviru   stayhomestaysaf   lockdown   togeth  ,-1
551,551,551,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:33,530,,"I'm proud of my contribution to the #PMCARESFund for Corona Virus Relief.
Now it's your turn. BY CSC SEKA Narnaul mohindergarh

Contribute on Paytm ð²
#IndiaFightsCorona
 http://bit.ly/PM-CaresÂ  pic.twitter.com/0H4EP0gu3O","['#pmcaresfund', '#indiafightscorona']",[],1.25e+18,1.25e+18,HITESHK12919541,CSC SEKA,7,23,https://twitter.com/HITESHK12919541/status/1251934412972814336,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1247785439236255744', 'username': 'HITESHK12919541'}]",,,,,proud   contribut   pmcaresfund   corona   viru   relief   turn   csc   seka   narnaul   mohindergarh   contribut   paytm   indiafightscorona  ,1
569,569,569,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:30,530,,"Today Crossed 1500+ Cases In #India 
Highest Single Day Cases 
#coronavirus
#StayHome
#Delhi Cross 2000+ OverAll Cases And Stands 2nd Place After #Maharashtra
#coronavirusindia
#CoronaUpdates","['#india', '#coronavirus', '#stayhome', '#delhi', '#maharashtra', '#coronavirusindia', '#coronaupdates']",[],337524807.0,337524807.0,Nithin_Mudunuri,#RadheShyam,7,23,https://twitter.com/Nithin_Mudunuri/status/1251933584643854336,False,0,3,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '337524807', 'username': 'Nithin_Mudunuri'}]",,,,,today   cross   case   india   highest   singl   day   case   coronaviru   stayhom   delhi   cross   overal   case   stand   nd   place   maharashtra   coronavirusindia   coronaupd  ,-1
589,589,589,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:27,530,,"Hello Friends
#RajGardenPlants #ROOKHRAJPAUDHSHALA
#memories #covid_19 #corona #IndiaFightsCorona #stayhome #staysafe #Shayari #love #ishc #pyar #poem #gazal #poetry #shayar #write #writing #write #kavi #kavitaâ¦  https://www.instagram.com/p/B_K_CTxHiIW/?igshid=6jdr686k1y71Â â¦","['#rajgardenplants', '#rookhrajpaudhshala', '#memories', '#covid_19', '#corona', '#indiafightscorona', '#stayhome', '#staysafe', '#shayari', '#love', '#ishc', '#pyar', '#poem', '#gazal', '#poetry', '#shayar', '#write', '#writing', '#write', '#kavi', '#kavita']",[],375747370.0,375747370.0,rajsol29,Raj Garden Plants,7,23,https://twitter.com/rajsol29/status/1251932917166682112,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '375747370', 'username': 'rajsol29'}]",,,,,hello   friend   rajgardenpl   rookhrajpaudhshala   memori   covid   corona   indiafightscorona   stayhom   staysaf   shayari   love   ishc   pyar   poem   gazal   poetri   shayar   write   write   write   kavi   kavita  ,0
606,606,606,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:24,530,,"Hello Friends
#RajGardenPlants #covid_19 #corona #IndiaFightsCorona #stayhome #staysafe #Shayari #love #ishc #pyar #poem #gazal #poetry #shayar #write #writing #write #kavi #kavita #dard #heart #dil #heartbrokenâ¦  https://www.instagram.com/p/B_K-toiHqHN/?igshid=14oqwmhl7kpkxÂ â¦","['#rajgardenplants', '#covid_19', '#corona', '#indiafightscorona', '#stayhome', '#staysafe', '#shayari', '#love', '#ishc', '#pyar', '#poem', '#gazal', '#poetry', '#shayar', '#write', '#writing', '#write', '#kavi', '#kavita', '#dard', '#heart', '#dil', '#heartbroken']",[],375747370.0,375747370.0,rajsol29,Raj Garden Plants,7,23,https://twitter.com/rajsol29/status/1251932205468848130,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '375747370', 'username': 'rajsol29'}]",,,,,hello   friend   rajgardenpl   covid   corona   indiafightscorona   stayhom   staysaf   shayari   love   ishc   pyar   poem   gazal   poetri   shayar   write   write   write   kavi   kavita   dard   heart   dil   heartbroken  ,0
625,625,625,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:21,530,,"Hello Friends
#RajGardenPlants #ROOKHRAJPAUDHSHALA
#memories #covid_19 #corona #IndiaFightsCorona #stayhome #staysafe #Shayari #love #ishc #pyar #poem #gazal #poetry #shayar #write #writing #write #kavi #kavitaâ¦  https://www.instagram.com/p/B_K-WHlnyk6/?igshid=17wk4mi34a0pkÂ â¦","['#rajgardenplants', '#rookhrajpaudhshala', '#memories', '#covid_19', '#corona', '#indiafightscorona', '#stayhome', '#staysafe', '#shayari', '#love', '#ishc', '#pyar', '#poem', '#gazal', '#poetry', '#shayar', '#write', '#writing', '#write', '#kavi', '#kavita']",[],375747370.0,375747370.0,rajsol29,Raj Garden Plants,7,23,https://twitter.com/rajsol29/status/1251931394063859712,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '375747370', 'username': 'rajsol29'}]",,,,,hello   friend   rajgardenpl   rookhrajpaudhshala   memori   covid   corona   indiafightscorona   stayhom   staysaf   shayari   love   ishc   pyar   poem   gazal   poetri   shayar   write   write   write   kavi   kavita  ,0
639,639,639,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:18,530,,"Hello Friends
#RajGardenPlants #ROOKHRAJPAUDHSHALA
#memories #covid_19 #corona #IndiaFightsCorona #stayhome #staysafe #Shayari #love #ishc #pyar #poem #gazal #poetry #shayar #write #writing #write #kavi #kavitaâ¦  https://www.instagram.com/p/B_K-E0UHFNd/?igshid=1usf7uhw5pq8tÂ â¦","['#rajgardenplants', '#rookhrajpaudhshala', '#memories', '#covid_19', '#corona', '#indiafightscorona', '#stayhome', '#staysafe', '#shayari', '#love', '#ishc', '#pyar', '#poem', '#gazal', '#poetry', '#shayar', '#write', '#writing', '#write', '#kavi', '#kavita']",[],375747370.0,375747370.0,rajsol29,Raj Garden Plants,7,23,https://twitter.com/rajsol29/status/1251930802662838274,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '375747370', 'username': 'rajsol29'}]",,,,,hello   friend   rajgardenpl   rookhrajpaudhshala   memori   covid   corona   indiafightscorona   stayhom   staysaf   shayari   love   ishc   pyar   poem   gazal   poetri   shayar   write   write   write   kavi   kavita  ,0
660,660,660,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:15,530,,"Missing this place & those gorgeous evenings we spent there...â¤ï¸
@connaughtplace1 #delhi #DelhiFightsCovid #Covid_19 #Quarantine #CityBeautiful #CoronavirusOutbreakindia #IndiaFightsCorona pic.twitter.com/yJPNtIWuzs","['#delhi', '#delhifightscovid', '#covid_19', '#quarantine', '#citybeautiful', '#coronavirusoutbreakindia', '#indiafightscorona']",[],933595256.0,933595256.0,theCanonFanboy,Bobby Roy,7,23,https://twitter.com/theCanonFanboy/status/1251929894596075521,False,10,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '933595256', 'username': 'theCanonFanboy'}, {'user_id': '823542349997305856', 'username': 'connaughtplace1'}]",,,,,miss   place   gorgeou   even   spent   delhi   delhifightscovid   covid   quarantin   citybeauti   coronavirusoutbreakindia   indiafightscorona  ,1
685,685,685,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:11,530,,"TRUE this needs to be stopped in this country @jaavedjaaferi bhai, absolutely sad having such people in our country who are so engaged in spreading only Hate #FakeNews and not love. #unityisstrength Of ð®ð³â¨ Jai Hind ð®ð³â¨. #Mumbai #India #IndiaFightsCorona #lockdown #Maharashtra https://twitter.com/jaavedjaaferi/status/1251909595242561536Â â¦","['#fakenews', '#unityisstrength', '#mumbai', '#india', '#indiafightscorona', '#lockdown', '#maharashtra']",[],244029349.0,244029349.0,aliabbasahmed,Ali Abbas Sultan Ahmed,7,23,https://twitter.com/aliabbasahmed/status/1251928960717352960,False,5,0,2,https://twitter.com/jaavedjaaferi/status/1251909595242561536,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '244029349', 'username': 'aliabbasahmed'}, {'user_id': '90628174', 'username': 'jaavedjaaferi'}]",,,,,true   need   stop   countri   bhai   absolut   sad   peopl   countri   engag   spread   hate   fakenew   love   unityisstrength   jai   hind   mumbai   india   indiafightscorona   lockdown   maharashtra  ,-1
704,704,704,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:07,530,,We are all in this together fighting against covid-19 Let's Save the World ððð #Lockdown2 #COVID19 #CoronavirusOutbreak #awareness #IndiaFightsCorona #StayHomeIndia #StaySafeStayHealthy @WHO @PMOIndia @HemantSorenJMM @MoHFW_INDIA @dc_sahibganj @SahibganjIprd pic.twitter.com/JaVOxSrXjP,"['#lockdown2', '#covid19', '#coronavirusoutbreak', '#awareness', '#indiafightscorona', '#stayhomeindia', '#staysafestayhealthy']",[],7.76e+17,7.76e+17,abhaygupta150,Abhay Gupta,7,23,https://twitter.com/abhaygupta150/status/1251927834412679171,False,3,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '776029961626923008', 'username': 'abhaygupta150'}, {'user_id': '14499829', 'username': 'WHO'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '951457762835337217', 'username': 'HemantSorenJMM'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}, {'user_id': '971624460024365056', 'username': 'dc_sahibganj'}]",,,,,togeth   fight   covid   let   save   world   lockdown   covid   coronavirusoutbreak   awar   indiafightscorona   stayhomeindia   staysafestayhealthi  ,-1
711,711,711,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:05,530,Ajabgarh,"PLEASE RETWEET -
#IndiaFightsCorona

PM @narendramodi's 7 mantra to fight #coronavirus .

#saptapadi #StayAtHomeSaveLives #StayHomeStaySafe #StayHome
#CoronaVirus #COVID2019 #coronavirusindia #CoronavirusOutbreak  pic.twitter.com/Tfo53jEdBE pic.twitter.com/FjgW7XZSBe â at Ajabgarh","['#indiafightscorona', '#coronavirus', '#saptapadi', '#stayathomesavelives', '#stayhomestaysafe', '#stayhome', '#coronavirus', '#covid2019', '#coronavirusindia', '#coronavirusoutbreak']",[],8.97e+17,8.97e+17,NarsiKarodiya,Narsi Karodiyað®ð³,7,23,https://twitter.com/NarsiKarodiya/status/1251927443545436160,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '896760840833048578', 'username': 'NarsiKarodiya'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,pleas   retweet   indiafightscorona   pm   mantra   fight   coronaviru   saptapadi   stayathomesavel   stayhomestaysaf   stayhom   coronaviru   covid   coronavirusindia   coronavirusoutbreak   ajabgarh  ,-1
714,714,714,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:05,530,,"#IndiaFightsCorona
SOPs during lockdown
via NaMo App  pic.twitter.com/kVgzkrg130",['#indiafightscorona'],[],4236767834.0,4236767834.0,PNMISHRA20,P.N MISHRA,7,23,https://twitter.com/PNMISHRA20/status/1251927367913594880,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '4236767834', 'username': 'PNMISHRA20'}]",,,,,indiafightscorona   sop   lockdown   via   namo   app  ,1
729,729,729,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:02,530,,"What to do during Lockdown ?
#IndiaFightsCorona pic.twitter.com/YwdrnMmcKs",['#indiafightscorona'],[],8.6e+17,8.6e+17,bjpmpofficial,Bjpmpofficial,7,23,https://twitter.com/bjpmpofficial/status/1251926557565870080,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '860106575465390080', 'username': 'bjpmpofficial'}]",,,,,lockdown   indiafightscorona  ,1
765,765,765,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:59,530,,"News linkðð»
 https://www.instagram.com/p/B_NndRkJ8XJ/?igshid=1nez35wzv5usjÂ â¦
#myvadodara2020 #mvtt #ramayana #ramayan #ramanandsagar #jaishriram #ram #sita #siyaram #laxman #lakhan #hanuman #hindu #india #religion #doordarshan #ddnational #cut #telecaster #lockdown #covid19 #stayhome pic.twitter.com/VIIRmXjdyS","['#myvadodara2020', '#mvtt', '#ramayana', '#ramayan', '#ramanandsagar', '#jaishriram', '#ram', '#sita', '#siyaram', '#laxman', '#lakhan', '#hanuman', '#hindu', '#india', '#religion', '#doordarshan', '#ddnational', '#cut', '#telecaster', '#lockdown', '#covid19', '#stayhome']",[],1.24e+18,1.24e+18,MyVadodara2020,My Vadodara 2020,1,23,https://twitter.com/MyVadodara2020/status/1252303504217079808,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1244580441568563201', 'username': 'MyVadodara2020'}]",,,,,news   link   myvadodara   mvtt   ramayana   ramayan   ramanandsagar   jaishriram   ram   sita   siyaram   laxman   lakhan   hanuman   hindu   india   religion   doordarshan   ddnation   cut   telecast   lockdown   covid   stayhom  ,-1
775,775,775,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:57,530,,And They Forgot Tht Fucking @Forbes List Of 40 Most Competent...Many Of Them Are Fucking Incompetent When It Comes To Number Of #Corona Deaths Unlike #India pic.twitter.com/EflKSAcE5K,"['#corona', '#india']",[],1.01e+18,1.01e+18,nikunj_akhil,"Left Handed, Right Minded And A Journalist !!",1,23,https://twitter.com/nikunj_akhil/status/1252302963109847040,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1009106178675126274', 'username': 'nikunj_akhil'}, {'user_id': '438525539', 'username': 'Being_Humor'}, {'user_id': '107446844', 'username': 'destikneeschild'}, {'user_id': '91478624', 'username': 'Forbes'}]",,,,,forgot   tht   fuck   list   compet   mani   fuck   incompet   come   number   corona   death   unlik   india  ,-1
918,918,918,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:27,530,,"Small effort by me and my friends to salute #coronavirus fighters.

Link -  https://youtu.be/8Jr_0l3BoRIÂ 
@narendramodi @PMOIndia @ArvindKejriwal @RubikaLiyaquat @SrBachchan
Please like and share. India win this fight against Corona Virus. #COVIDã¼19 #IndiaFightsCorona #lockdown","['#coronavirus', '#covidã¼19', '#indiafightscorona', '#lockdown']",[],2782079041.0,2782079041.0,garimagpt20,Garima Gupta,1,23,https://twitter.com/garimagpt20/status/1252295235687809028,False,2,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2782079041', 'username': 'garimagpt20'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '1062742964', 'username': 'RubikaLiyaquat'}, {'user_id': '145125358', 'username': 'SrBachchan'}]",,,,,small   effort   friend   salut   coronaviru   fighter   link   pleas   like   share   india   win   fight   corona   viru   covid   indiafightscorona   lockdown  ,1
950,950,950,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:21,530,,"Corona Watch : Situation in India at 11:00 pm on April 20
#CoronaAlert #India #IndependentTracker #LucknowPost pic.twitter.com/eHmVtIhELF","['#coronaalert', '#india', '#independenttracker', '#lucknowpost']",[],7.47e+17,7.47e+17,Lucknow_Post,Lucknow Post,1,23,https://twitter.com/Lucknow_Post/status/1252293939111104514,False,9,0,7,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '746747969890746369', 'username': 'Lucknow_Post'}]",,,,,corona   watch   situat   india   pm   april   coronaalert   india   independenttrack   lucknowpost  ,-1
