,emo,labels,sentiment,text,tweet_id,normalized_text
1438,,1,,work from home scenario wife how many whistle the cooker did husband two three not sure manager zoom three heard three  ,,work   home   scenario   wife   mani   whistl   cooker   husband   three   sure   manag   zoom   three   heard   three  
1439,,1,,online kiss jesus from grandkid the 13th station the cross removing jesus body from the cross hope the nationwide stay home orders due coronavirus pandemic will lifted soon she could … igshid vjaef4k8lwof …,,onlin   kiss   jesu   grandkid   th   station   cross   remov   jesu   bodi   cross   hope   nationwid   stay   home   order   coronaviru   pandem   lift   soon   could   igshid   vjaefklwof  
1440,,1,,national hindi news channel reported1500 people ahmedabad being checked they received home delivery from popular grocery hyper market chain india 1of the employee packing dept tested corona positive the radvising avoid homedelivery ahmedabad wash clothes home,,nation   hindi   news   channel   report   peopl   ahmedabad   check   receiv   home   deliveri   popular   groceri   hyper   market   chain   india   employe   pack   dept   test   corona   posit   radvis   avoid   homedeliveri   ahmedabad   wash   cloth   home  
1441,,1,,worst ever broadband service providers covid outbreak situation where most employee are working from home but unfortunately broadband service provider like such irresponsible act making situations worst ,,worst   ever   broadband   servic   provid   covid   outbreak   situat   employe   work   home   unfortun   broadband   servic   provid   like   irrespons   make   situat   worst  
1442,,1,,sir work from home chal rha hai ,,work   home   chal   hai  
1443,,1,,devote your time for meditation home during lockdown overcome from stress and mentally strong from inside pic twitter com j1uxytx5bw,,devot   time   medit   home   lockdown   over   stress   mental   strong   insid   twitter   juxytxbw  
1444,,1,,don’ tense from spreading corona strong from inside with willpower any deadly disease can defeated devote your time meditation home during lockdown pic twitter com 354asojrki,,tens   spread   corona   strong   insid   willpow   deadli   diseas   defeat   devot   time   medit   home   lockdown   twitter   asojrki  
1445,,1,,have job for you and everyone fees for above 20age limit qualification work for hour per day work with your facebook work from home earn easy way per day you want know how drop yourmobile number contact 919087363766 pic twitter com mrvjfp1cbf,,everyon   fee   age   limit   qualif   work   hour   day   work   facebook   work   home   earn   easi   per   want   know   drop   yourmobil   number   contact   twitter   mrvjfpcbf  
1446,,1,,answer this question many long distance trains buses have been cancelled you should able get here but will take you time there’ quarantine arrival for your flight home originates from here you may luck …,,answer   question   mani   long   distanc   train   bu   cancel   abl   take   time   quarantin   arriv   flight   home   origin   may   luck  
1447,,1,,next task country fight against with sing national anthem 10th april sharp spread dis msg entire country sing from home ,,next   task   countri   fight   s   nation   anthem   th   april   sharp   spread   msg   entir   countri   s   home  
1448,,1,,jain religions history world situated all continents with corona virus with world wide every country helpless jain saints own eating habit time hot water with wooden dust largely given jain saints own family left with various home from given food that negative ele remove …,,jain   religion   histori   world   situat   contin   corona   viru   world   wide   everi   countri   helpless   jain   saint   eat   habit   time   water   wooden   dust   larg   given   jain   saint   famili   left   variou   home   given   food   neg   remov  
1449,,1,,home quarantine from last days feeling boar ,,home   quarantin   last   day   feel   boar  
1450,,1,,"php story fbid 2558953540988069 100006203449162 …
sir corona virus related home made game show video make people aware about corona virus
pls watch full video from above link",,stori   fbid   corona   viru   relat   home   made   game   show   video   make   peopl   awar   corona   viru   watch   full   video   link  
1451,,1,,let push work from home least for months and strict rule for and should start taking action against violators don have any other options also respected always stressing about social distancing ,,push   work   home   least   month   strict   rule   start   take   action   violat   option   also   respect   alway   stress   social   distanc  
1452,,1,,when its sunday you can play district cricket league nor chennai non division league practicing defence from home balcony practice what you lack during this quarantine time perfect… igshid 15vci818ffhbw …,,sunday   play   district   cricket   leagu   chennai   divis   leagu   practic   defenc   home   balconi   practic   lack   quarantin   time   perfect   igshid   vciffhbw  
1453,,1,,urges residents bhubaneswar take responsibility stay indoors work from home …,,urg   resid   bhubaneswar   take   respons   stay   indoor   work   home  
1454,,1,,also following lockdown from home but really disappointed see how insensitive run trains only for themselves with public money and deny basic help medical staffs travelling for duty hospitals shame ,,also   follow   lockdown   home   realli   disappoint   insensit   train   public   money   deni   basic   help   medic   staff   travel   duti   hospit   shame  
1455,,1,,showing unity during corona epidemic lighting the lamps home also showing the social distancing for prevention from corona virus ै ौ ि् ा ें ि े आदमी े ें। pic twitter com nbzmoojguk,,show   uniti   corona   epidem   light   lamp   home   also   show   social   distanc   prevent   corona   viru   twitter   nbzmoojguk  
1456,,1,,more people affected from covid due our unity please note the present status doctors does not need ppe mask sanitizer more doctors nurses will affected form covid lets see  pic twitter com 3ftjykuquy,,peopl   affect   covid   uniti   pleas   note   present   statu   doctor   need   mask   sanit   doctor   nurs   affect   form   covid   let      twitter   ftjykuquy  
1457,,1,,april for mints stay home and safe from corona @ dighwara igshid 1dttk9d7ti30a …,,april   mint   stay   home   safe   corona   dighwara   igshid   dttkdtia  
1458,,1,,corona check post for home from our lifes pic twitter com senm41togu,,corona   check   post   home   life   twitter   senmtogu  
1459,,1,,"pray for the betterment ️
hope everything will good coming days  are fighting from home and abide our honorable appeal fight against corona pic twitter com qetq5atm86 – jowai new hill",,pray   better   hope   everyth   good   e   day   fight   home   abid   honor   appeal   fight   corona   twitter   qetqatm   jowai   hill  
1460,,1,,india isn turning its light lightning candle can guarantee solidarity gods shifted from shrines hospitals get them ppe burning candle can psychological fight against corona virus spreading superstition and making people dance nero flute ,,india   turn   light   lightn   candl   guarante   solidar   god   shift   shrine   hospit   burn   candl   psycholog   fight   corona   viru   spread   superstit   make   peopl   danc   nero   flute  
1461,,1,,important lesson for work from home when you have toddler home lego blocks hurt lot ,,import   lesson   work   home   toddler   home   lego   block   hurt   lot  
1462,,1,,"come lets fights covid with light
5th april sunday 2020
9pm for 9min
light for unity are together show support from your home not streets …",,e   let   fight   covid   light   th   april   sunday   pm   min   light   uniti   togeth   show   support   home   street  
1463,,1,,"don let running
stop you from running keeps inspiring even when are staying home during lockdown period keep running folks keep exercising …",,run   stop   run   keep   inspir   even   stay   home   lockdown   period   keep   run   folk   keep   exercis  
1464,,1,,"come lets fights covid with light 5th april sunday 2020
9pm for 9min
light for unity are together show support from your home not streets ",,e   let   fight   covid   light   th   april   sunday   pm   min   light   uniti   togeth   show   support   home   street  
1465,,1,,send home lockdown may kill son says father child discharged from aiims utm source amp utm medium utm campaign amp …,,send   home   lockdown   kill   say   father   child   discharg   aiim   sourc   utm   medium   campaign  
1466,,1,,all this possible bcoz also used this crisis situation take conference video call for work from home officials,,possibl   bcoz   also   use   crisi   situat   take   confer   video   call   work   home   offici  
1467,,1,,send home kashmir lockdown may kill son says father child discharged from aiimsfather three year old child who was discharged after two heart surgeries aiims delhi span eight days last month ,,send   home   kashmir   lockdown   kill   say   father   child   discharg   aiimsfath   three   year   child   discharg   heart   surgeri   aiim   delhi   span   eight   day   last   month  
1468,,1,,tell you what the chief medical officer scotland not this time saying fuck this have lost all credibility and have right tell people stay home and social distance get someone else front this and will step down and work from the background ,,tell   chief   medic   offic   scotland   time   say   fuck   lost   credibl   right   tell   peopl   stay   home   social   distanc   someon   els   front   step   work   background  
1469,,1,,there large people working across india cce various helpline need appreciate them there efforts against corona when everyone home you doing work staying away from your family pic twitter com zwjs5gjoxv – bhel bhopal,,larg   peopl   work   across   india   variou   helplin   need   appreci   effort   corona   everyon   home   work   stay   away   famili   twitter   zwjsgjoxv   bhel   bhopal  
1470,,1,,new cases jaipur all patients are peacefuls from are family and friends dubai return person who was home quarantine authorities ,,case   jaipur   patient   peac   famili   friend   dubai   return   person   home   quarantin   author  
1471,,1,,existing order but all its better serve fast possible beacuse its been more than days since ordered due days lockdown have work from home need laptop and electric appliances more pic twitter com d5gufhymyp,,exist   order   better   serv   fast   possibl   beacus   day   sinc   order   day   lockdown   work   home   need   laptop   electr   applianc   twitter   dgufhymyp  
1472,,1,,well where are the ones who said “make millions sitting home” didn’ see much from them since the lockdown ,,well   one   said   make   million   sit   home   much   sinc   lockdown  
1473,,1,,take some serious action about against this police officers and villagers the one who came work from another states build and development projects for telanaga people from different places moving towards their way home btw these people treating very harsh pic twitter com 2y805wz3l0,,take   seriou   action   polic   offic   villag   one   came   work   anoth   state   build   develop   project   telanaga   peopl   differ   place   move   toward   home   peopl   treat   harsh   twitter   ywzl  
1474,,1,,pollution level has reduced much that even bosses can see employees work from home ,,pollut   level   reduc   much   even   boss   see   employe   work   home  
1475,,1,,boss redirected continue staying home and work remotely until further notice cuz asthmatic doing quarterly reports the moment from home and keep bothering people finish their part  pic twitter com flulkofpnu,,bo   redirect   continu   stay   home   work   remot   notic   asthmat   quarterli   report   moment   home   keep   bother   peopl   finish   part   twitter   flulkofpnu  
1476,,1,,@ india igshid 1929rti3f51yv …,,india   igshid   rtifyv  
1477,,1,,overseas pakistani returning home recorded his experience over covid screening islamabad intl airport from covid testing the facilities the quarantine center his experience revels the commitment pakistan govt keeping citizens safe this fight against corona pic twitter com ganjck59w2,,oversea   pakistani   return   home   record   experi   covid   screen   islamabad   intl   airport   covid   test   facil   quarantin   center   experi   revel   mit   pakistan   govt   keep   citizen   safe   fight   corona   twitter   ganjckw  
1478,,1,,bhai working from home for the last weeks and there are many others working for straight hours and places even more physical lockdown hai kaam nahin ruka police rahi hai doctors duty traffic walay are there mncs staff working and all,,bhai   work   home   last   week   mani   other   work   straight   hour   place   even   physic   lockdown   kaam   nahin   ruka   polic   rahi   doctor   duti   traffic   walay   mnc   staff   work  
1479,,1,,the gravity the crisis not very clear public its unfolding from mixed feeling work from home making unscheduled trip grocery avoiding social connects for the fear attracting virus far these small adjustments lifestyle for many ,,graviti   crisi   clear   public   unfold   mix   feel   work   home   make   unschedul   trip   groceri   avoid   social   connect   fear   attract   viru   small   adjust   lifestyl   mani  
1480,,1,,all know everything how stay and work from home internet connection landline how call grocery even  …,,know   everyth   stay   work   home   internet   connect   landlin   call   groceri   even  
1481,,1,,may true for ganga but our koovam and adayar going more polluted than before thanks work from home all shit will run the river …,,true   ganga   koovam   adayar   go   pollut   thank   work   home   shit   river  
1482,,1,,are facing lot issues work from home due bad internet connection airtel vendor due lockdown cannot buy another vendor sim card please help ,,face   issu   work   home   bad   internet   connect   airtel   vendor   lockdown   can   not   anoth   vendor   card   pleas   help  
1483,,1,,response from bmc and health department for the below mentioned matter reports attached sir would like bring into notice that person named ashokan died fever his residence march died while undergoing home isolation dues sickness covid pic twitter com lpckoqfukx,,respons   health   depart   mention   matter   report   attach   would   like   br   notic   person   name   ashokan   die   fever   resid   march   die   undergo   home   isol   due   sick   covid   twitter   lpckoqfukx  
1484,,1,,make work from home standard feature encourage corporates adopt permanently bring mechanism universal basic income once ’ implemented poor won’ suffer whenever there disruption that takes away their livelihood,,make   work   home   standard   featur   encourag   corpor   adopt   perman   br   mechan   univers   basic   in   implement   poor   suffer   whenev   disrupt   take   away   livelihood  
1485,,1,,definitely now remain home isolation self interest returned from hyderabad just before lockdown healthcare care professional pledge aware and even guide people maintain safety measures ,,definit   remain   home   isol   self   interest   return   hyderabad   lockdown   healthcar   care   profession   pledg   awar   even   guid   peopl   maintain   safeti   measur  
1486,,1,,why you don understand have gas cylinder for cooked the food and due lockdown can out side from house when neighbor make the food then use his gas cylinder think what happened his gas also finished home little boy living plz fast ,,understand   cylind   cook   food   due   lockdown   side   hous   neighbor   make   food   cylind   think   happen   ga   also   finish   home   littl   live   fast  
1487,,1,,private companies should continue work from home optionally not mandatorily,,privat   pani   continu   work   home   option   mandatorili  
1488,,1,,relaxing otherwise work from home some office work and some household chores wiping furniture and sanitizing ,,relax   otherwis   work   home   offic   work   household   chore   wipe   furnitur   sanit  
1489,,1,,"work from home
work home
home work ",,work   home   work   home   home   work  
1490,,1,,part time job best income work from home । excellent income part time ,,part   time   best   in   work   home   excel   in   part   time  
1491,,1,,travelers like most currently grounded and looking for virtual travel experiences have photographed this lockdown days let tour from home  you all friends wants after lockdown days… igshid wus5nb74qmkx …,,travel   like   current   ground   look   virtual   travel   experi   photograph   lockdown   day   tour   home   friend   want   lockdown   day   igshid   wusnbqmkx  
1492,,1,,"wfh work from home weddings from home
asalu elanti ideas yeela vasthai sir mikuu …",,work   home   wed   home   asalu   elanti   idea   yeela   vasthai   mikuu  
1493,,1,,guys under the unprecedented times industry trying implement work from home however extremely important ensure uninterrupted connectivity pls join for webinar hosted addressing challenges faced industry …,,guy   unpreced   time   industri   tri   implement   work   home   howev   extrem   import   ensur   uninterrupt   connect   join   webinar   host   address   challeng   face   industri  
1494,,1,,travelers like most currently grounded and looking for virtual travel experiences have photographed this lockdown days let tour from home  you all friends wants after lockdown days… igshid 1k5sg2m094fm7 …,,travel   like   current   ground   look   virtual   travel   experi   photograph   lockdown   day   tour   home   friend   want   lockdown   day   igshid   ksgmfm  
1495,,1,,travelers like most currently grounded and looking for virtual travel experiences have photographed this lockdown days let tour from home  you all friends wants after lockdown days… igshid 1folq2ztjf57a …,,travel   like   current   ground   look   virtual   travel   experi   photograph   lockdown   day   tour   home   friend   want   lockdown   day   igshid   folqztjfa  
1496,,1,,one jantacurfew day every month reduce the traffic and pollution levels social distancing practises while buying essentials work from home atleast for working days month every sunday the month free food for the sanitation workers helpers and needy ,,jantacurfew   everi   month   reduc   traffic   pollut   level   social   distanc   practis   buy   essenti   work   home   atleast   work   day   month   everi   sunday   month   free   food   sanit   worker   helper   needi  
1497,,1,,’ hight time the cases covid are increasing drastically have more responsible not only staying home have stop others from going out though you may not the affected one but you may carrier the virus stay save others strong ,,hight   time   case   covid   increas   drastic   respons   stay   home   stop   other   go   though   may   affect   may   carrier   viru   stay   save   other   strong  
1498,,1,,"pic says everything 
our doctors police department sanitation workers government officials and bankers are working hard keep safe from corona our single duty home salute all  pic twitter com mshp73kvn0",,say   everyth   doctor   polic   depart   sanit   worker   govern   offici   banker   work   hard   keep   safe   corona   sl   duti   home   salut      twitter   mshpkvn  
1499,,1,,friend’ husband driving home from work military and getting flashed every single radar passes the website for applying for permission outside has suspended all applications does anyone know how the radar thing being implemented now ,,friend   husband   drive   home   work   militari   get   flash   everi   sl   radar   pass   websit   appli   permiss   outsid   suspend   applic   anyon   know   radar   th   implement  
1500,,1,,home decor from the house favorite impasto work have used beautiful chalkpaints and impasto from itsybitsycraftstore and the base from papercrush2019 knife… igshid 1pfnh8tu0g8lg …,,home   decor   hous   favorit   impasto   work   use   beauti   chalkpaint   impasto   itsybitsycraftstor   base   papercrush   knife   igshid   pfnhtuglg  
1501,,1,,will live times now tonight 7pm indian standard time telecast guest from home take part their special telecast boosting morale the fight against the corona crisis … igshid cwdshwiqunq2 …,,live   time   tonight   pm   indian   standard   time   telecast   guest   home   take   part   special   telecast   boost   moral   fight   corona   crisi   igshid   cwdshwiqunq  
1502,,1,,work from home work home ,,work   home   work   home  
1503,,1,,"world most densely populated country only solution was stop pandemic from entering india stopping all incoming international flights after first case was detected india january now only way save lives economy 100 lockdown
home deliver ration food",,world   dens   popul   countri   solut   stop   pandem   enter   india   stop   in   intern   flight   first   case   detect   india   januari   save   life   economi   lockdown   home   deliv   ration   food  
1504,,1,,work from home has been highly effective starting with morning video call ensure all are ready for work have managed good delta all projects languishing for the past year sat wfh more tiring than office spent 10pm hrs break work yesterday ,,work   home   highli   effect   start   morn   video   call   ensur   readi   work   manag   good   delta   project   languish   past   year   wfh   tire   offic   spent   pm   break   work   yesterday  
1505,,1,,sir please expedite help reach our home town from mumbai seven hills hospital quarantine center officials are not issuing the transit pass please instruct the concern thank you …,,pleas   expedit   help   reach   home   town   mumbai   seven   hill   hospit   quarantin   center   offici   issu   transit   pa   pleas   instruct   concern   thank  
1506,,1,,request government india exempt from gst all the personal protective equipments ppe masks etc till corona threat there that individuals and ngo’ can procure and give these doctors and paramedics ,,request   govern   india   exempt   person   protect   equip   mask   till   corona   threat   individu   ngo   procur   give   doctor   paramed  
1507,,1,,unifi them all still few more devices added but nearing end state for our home  10gb from the servers the macmini nice bonus for lab work ‍ pic twitter com y9esvlckrl,,unifi   still   devic   ad   near   state   home   gb   server   macmini   nice   bonu   lab   work   twitter   yesvlckrl  
1508,,1,,how many hospitals delhi government operating for covid zero you require ppe please let know what response got from centre ppe,,mani   hospit   delhi   govern   oper   covid   zero   requir   pleas   know   respons   centr   ppe  
1509,,1,,story cancer patient from http baramulla journey days cancer patient’ arduous ride home amid lockdown … via ,,stori   cancer   patient   http   baramulla   journey   day   cancer   patient   arduou   ride   home   amid   lockdown   via  
1510,,1,,"these peoples came from abroad and living their home vill sardarganj mam pls quarantine them gramsabh hamirmau thana gadaganj rbl narayan singh manoj singh sonu singh rohit singh
5mohd saurab ishtiyak ibrahim malkhan
9kuldeep singh ",,peopl   came   abroad   live   home   vill   sardarganj   pl   quarantin   gramsabh   hamirmau   thana   gadaganj   narayan   sh   manoj   sh   sonu   sh   rohit   sh   mohd   saurab   ishtiyak   ibrahim   malkhan   kuldeep   sh  
1511,,1,,man you have work from home,,work   home  
1512,,1,,home garden the best saviour lockdown have harvested bout cherries tomatoes and few brinjal and good amount chillies from home garden new nursery coming for tomatoes okra and… igshid 12vy7kot7xsn7 …,,home   garden   best   saviour   lockdown   harvest   bout   cherri   tomato   brinjal   good   amount   chilli   home   garden   nurseri   e   tomato   okra   igshid   vykotxsn  
1513,,1,,"these peoples came from abroad and living their home vill sardarganj mam pls quarantine them gramsabh hamirmau thana gadaganj rbl narayan singh manoj singh sonu singh rohit singh
5mohd saurab ishtiyak ibrahim malkhan
9kuldeep singh",,peopl   came   abroad   live   home   vill   sardarganj   pl   quarantin   gramsabh   hamirmau   thana   gadaganj   narayan   sh   manoj   sh   sonu   sh   rohit   sh   mohd   saurab   ishtiyak   ibrahim   malkhan   kuldeep   sh  
1514,,1,,this news from today newspaper can understand want clarification moratorium will work not home loan pic twitter com xutjxohdge,,news   today   newspap   understand   want   clarif   moratorium   work   home   loan   twitter   xutjxohdg  
1515,,1,,who called work from home wfh and not homework ,,call   work   home   homework  
1516,,1,,many workers from the big cities have been returned their home states due corona are seeing this the big doom over the financial condition many poor people and the pressure over the government system but see the positive side this ,,mani   worker   big   citi   return   home   state   corona   see   big   doom   financi   condit   mani   poor   peopl   pressur   govern   system   see   posit   side  
1517,,1,,work from home – new reality … via ,,work   home   realiti   via  
1518,,1,,called work from home effect ,,call   work   home   effect  
1519,,1,,power kaval byrasandra even though rain has stopped and only drizzling this impacting ability work from home please atleast let know when power will back ,,power   kaval   byrasandra   even   though   rain   stop   drizzl   impact   abil   work   home   pleas   atleast   know   power   back  
1520,,1,,this video shows the scene how wuhan looks before goes end the day lockdown april 8th wuhan and hubei you suffered too much during these days miss pretty much all the time wanna back home ❤ from  pic twitter com r7za58xnji – kuwait city,,video   show   scene   wuhan   look   go   lockdown   april   th   wuhan   hubei   suffer   much   day   miss   pretti   much   time   wan   na   back   home   twitter   rzaxnji   kuwait   citi  
1521,,1,,sir sister 9th month pregnant delivery date 15th april bhupalpally please permit mother for delivery from mahabubabad district came home from nit bhopal self quarantine past 22days but was stamped for quarantine today without symptoms ,,sister   th   month   pregnant   deliveri   date   th   april   bhupalp   pleas   permit   mother   deliveri   mahabubabad   district   came   home   bhopal   self   quarantin   past   day   stamp   quarantin   today   without   symptom  
1522,,1,,from now center shd focus lifting lockdown from 14th long distance trains busses mfg starting stay home for children aged women mask social distance workplace 50hrs week rotation minimise office staff per shift sat sun total shutdown ,,center   focu   lift   lockdown   th   long   distanc   train   bu   start   stay   home   child   age   woman   mask   social   distanc   workplac   hr   week   rotat   minimis   offic   staff   shift   sun   total   shutdown  
1523,,1,,but why its happening only with 9th main naidu layout kodichiknahalli all roads near are having power can you please make sure this looked into priority basis have work from home …,,happen   th   main   naidu   layout   kodichiknah   road   near   power   pleas   make   sure   look   prioriti   basi   work   home  
1524,,1,,️ yesterday from home india united against corona virus  pic twitter com nwregpqv7z,,yesterday   home   india   unit   corona   viru   twitter   nwregpqvz  
1525,,1,,yaar seriously ’ work from home not work someone pls explain that companies ,,yaar   serious   work   home   work   someon   explain   pani  
1526,,1,,testing centre from 182 lacs ppe received and further 5cr under manufacturing process aiims under construction days lockdown medical team despite attacks serving day and night out 135cr only pay further taking tax exemption under sec 80c ,,test   centr   lac   receiv   cr   manufactur   process   aiim   construct   day   lockdown   medic   team   despit   attack   serv   night   cr   take   exempt   c  
1527,,1,,lockdown india week today was our original flight home await potential repatriation are not waiting — are being here now join from wherever you are the conscious life collective … igshid 1whzf3em73113 …,,lockdown   india   week   today   origin   flight   home   await   potenti   repatri   wait   join   wherev   consciou   life   collect   igshid   whzfem  
1528,,1,,lock down and have work from home now have power cut kidz families home dark can this taken care off address tolichowki road pic twitter com 2wrmaxgo9y,,lock   work   home   power   kidz   famili   home   dark   taken   care   address   tolichowki   road   twitter   wrmaxgoy  
1529,,1,,are you struggling with productivity and you feel like you losing sense time while working from home felt super unproductive ever since the lockdown started and here what helping ,,struggl   product   feel   like   lose   sens   time   work   home   felt   super   unproduct   ever   sinc   lockdown   start   help  
1530,,1,,captcha typing job । best data entry work from home । easy online part ,,captcha   type   best   data   entri   work   home   easi   onlin   part  
1531,,1,,lockdown required but permission should also given families who were traveling and want return home tough stay away from home,,lockdown   requir   permiss   also   given   famili   travel   want   return   home   tough   stay   away   home  
1532,,1,,lockdown yes the area where affected the most but govt should allow people travel who are stuck different location away from home during this current lockdown know lockdown necessary but days permission travel ,,lockdown   area   affect   govt   allow   peopl   travel   stuck   differ   locat   away   home   current   lockdown   know   lockdown   necessari   day   permiss   travel  
1533,,1,,raised complained for internet not working the service agent calls says that they are working the power for the local junction box router and then vanishes updates how work from home ,,rais   plain   internet   work   servic   agent   call   say   work   power   local   junction   router   vanish   updat   work   home  
1534,,1,,again rains again power gone how can you inefficient can’ bescom afford hire engineers resolve power outage during rains are professionals need work from home during ,,rain   power   gone   ineffici   bes   afford   hire   engin   resolv   power   outag   rain   profession   need   work   home  
1535,,1,,stay home stay save from corona pic twitter com vat7q7igoc,,stay   home   stay   save   corona   twitter   vatqigoc  
1536,,1,,from jharkhand had come cmc vellore for treatment and could back home due lockdown many families are here from jharkhand please help ,,jharkhand   e   vellor   treatment   could   back   home   lockdown   mani   famili   jharkhand   pleas   help  
1537,,1,,when you work from home there such thing holiday make best out everyday enroll modern travelers club live exotic vacation homes and work from home … igshid 12awdn1659qlr …,,work   home   th   holiday   make   best   everyday   enrol   modern   travel   club   live   exot   vacat   home   work   home   igshid   awdnqlr  
1538,,1,,ุ่ี้ work from home trail day only ,,work   home   trail  
1539,,1,,travelling daily from home work sohna farm rajound kaithal the 1st filling station who dissapointing regular just because credit transactions making different kind excuse 600 petrol using weekly for travel purpose can you chek,,travel   daili   home   work   sohna   farm   rajound   kaithal   st   fill   station   dissapoint   regular   credit   transact   make   differ   kind   excus   petrol   use   weekli   travel   purpos   chek  
1540,,1,,work from home station always productive when you have workplace desk home and how about music system around for some motivating music and wireless earphones for taking calls way working  join guys pic twitter com yvqgjgonfw,,work   home   station   alway   product   workplac   desk   home   music   system   around   motiv   music   wireless   earphon   take   call   work   join   guy   twitter   yvqgjgonfw  
1541,,1,,should maximum work from home with social distancing number person expend precious time without work would innovative work for not facing economic slowdown future ,,maximum   work   home   social   distanc   number   person   expend   preciou   time   without   work   would   innov   work   face   econom   slowdown   futur  
1542,,1,,wear mask whenever you have outside for some work and save yourself from the sick people stay safe️ stay home stay healthy‍♂️‍♀️ pic twitter com c8g0sgqzfc,,wear   mask   whenev   outsid   work   save   sick   peopl   stay   safe   stay   home   stay   healthi   twitter   cgsgqzfc  
1543,,1,,"child protects himself from the corona virus covid but does not own home the life the homeless with the disease really painful 
canon lens… igshid o05rpvdcz9z8 …",,child   protect   corona   viru   covid   home   life   homeless   diseas   realli   pain   canon   len   igshid   orpvdczz  
1544,,1,,aaj work from home sath work for home kiya ,,work   home   sath   work   home   kiya  
1545,,1,,educate other work from home with best options …,,educ   work   home   best   option  
1546,,1,,ftth line 0671 2957004 not working since past days complain has been given agm over phone sdo not responding and complain booking number doesn’ work unable work from home during lockdown period ,,ftth   line   work   sinc   past   day   plain   given   phone   respond   plain   book   number   work   unabl   work   home   lockdown   period  
1547,,1,,internet connectivity not available 0671 2957005 ftth line since past days during difficult time lockdown unable work from home amiya behera 1522 mahanadi vihar cuttack 753004,,internet   connect   avail   ftth   line   sinc   past   day   difficult   time   lockdown   unabl   work   home   amiya   behera   mahanadi   vihar   cuttack  
1548,,1,,work interfering with enjoyment working from home ‍♀️ @ mumbai maharashtra igshid g0vxk3qg9ztb …,,work   interf   enjoy   work   home   mumbai   maharashtra   igshid   gvxkqgztb  
1549,,1,,lockdown continue places where the cases are high numbers schools colleges should kept closed for more days pan india other places with virus patients may only open those offices that cannot operate from home mandatory for companies work from home ,,lockdown   continu   place   case   high   number   school   colleg   kept   close   day   india   place   viru   patient   open   offic   can   not   oper   home   mandatori   pani   work   home  
1550,,1,,wockhardt hospital star corporate hospital why they have storage ppe patient come from angioplasty who has covid this classic case negligence from hospital side,,wockhardt   hospit   star   corpor   hospit   storag   patient   e   angioplasti   covid   classic   case   neglig   hospit   side  
1551,,1,,how you expect work from home and continue paying your charges when reliability speed and connectivity your broadband connection nearly zero can someone please look into this sending connection details ,,expect   work   home   continu   pay   charg   reliabl   speed   connect   broadband   connect   nearli   zero   someon   pleas   look   send   connect   detail  
1552,,1,,hello sir how are you have query regarding pulling locked down after locked down the government going apply containment zone hotspot areas person can resume their offices still have work from home ,,hello   queri   regard   pull   lock   lock   govern   go   appli   contain   zone   hotspot   area   person   resum   offic   still   work   home  
1553,,1,,packers home stay safe from home working packers expats @ dubai united arab emirates igshid 4z0oh1ceavlp …,,packer   home   stay   safe   home   work   packer   expat   dubai   unit   arab   emir   igshid   zohceavlp  
1554,,1,,and news from mumbai wockhardt hospital declared containment zone after nurses doctors test positive for please stay home  ,,news   mumbai   wockhardt   hospit   declar   contain   zone   nurs   doctor   test   posit   pleas   stay   home  
1555,,1,,"this global crisis living small village professional and doing work from home our near village there only small mobile tower and which worst condition bts location khambhala
paddhari rajkot",,global   crisi   live   small   villag   profession   work   home   near   villag   small   mobil   tower   worst   condit   locat   khambhala   paddhari   rajkot  
1556,,1,,matter how different the things are the world the pandemic has literally forced more than half the humanity stay home nearly billion people have stay home order prevent themselves from this deadly virus,,matter   differ   th   world   pandem   liter   forc   half   human   stay   home   nearli   billion   peopl   stay   home   order   prevent   deadli   viru  
1557,,1,,technology useage made hon narendra modiji great india can sit the home and work from …,,technolog   useag   made   narendra   modiji   great   india   sit   home   work  
1558,,1,,day stay home ♥️ ’ been nice have some time off some actual time off from everything who ever takes holidays from work and actually has plans never … igshid 14mc3iuwyoqoi …,,stay   home   nice   time   actual   time   everyth   ever   take   holiday   work   actual   plan   never   igshid   mciuwyoqoi  
1559,,1,,wifi working but with very low speed ’ creating problems work from home kindly help,,wifi   work   speed   creat   problem   work   home   kindli   help  
1560,,1,,feed the stray dogs from your home during corona crisis corona … via ,,feed   stray   dog   home   corona   crisi   corona   via  
1561,,1,,avoid touching people who don live with usually home work from here rarely ever travel out delhi indeed too far away from where stay within delhi this lockdown hasn had too much impact ,,avoid   touch   peopl   live   usual   home   work   rare   ever   travel   delhi   inde   far   away   stay   within   delhi   lockdown   much   impact  
1562,,1,,allah miyan pls end this quarantine ’ office time and never wish work from home again pls pls pls pic twitter com z7s2lzcbje,,allah   miyan   end   quarantin   offic   time   never   wish   work   home   pl      twitter   zslzcbje  
1563,,1,,can you ppl just fix broadband work from home soup broadband not working since yesterday ,,ppl   broadband   work   home   soup   broadband   work   sinc   yesterday  
1564,,1,,these called maulanas mislead people which very dangerous not single prayer was held mecca medina clearly written quran that during epidemic pandemic people should refrain from going out and can pray home ,,call   maulana   mislead   peopl   danger   sl   prayer   held   mecca   medina   clearli   written   quran   epidem   pandem   peopl   refrain   go   pray   home  
1565,,1,,dear nike puma reebok and adidas can you please come with some awesome work from home footwear ❤️ ,,dear   nike   puma   reebok   adida   pleas   e   awesom   work   home   footwear  
