,Unnamed: 0,excel,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
2572,2572,2572,1.25e+18,1.25e+18,1587750000000.0,24-04-2020 23:22,530,,"...this #Coronavirus #Pandemic from spreading further in #Delhi like how it has blown up in #jahangirpuri which is a nearby locality to ours. And now the threat has become ever so serious.

And after today's episode, these guys are furious that their outings are now under danger.","['#coronavirus', '#pandemic', '#delhi', '#jahangirpuri']",[],42501928.0,42501928.0,KunnalW,Officially Homebound,5,23,https://twitter.com/KunnalW/status/1253743546122645504,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '42501928', 'username': 'KunnalW'}]",,,,,coronaviru   pandem   spread   delhi   like   blown   jahangirpuri   nearbi   local   threat   becom   ever   seriou   today   episod   guy   furiou   outing   danger  ,-1
2877,2877,2877,1.25e+18,1.25e+18,1587840000000.0,25-04-2020 23:18,530,,"The Lockdown crisis became creative for students through online classes.
Gratitude @msisodia sir and entire education team.
#ParentingInLockdown
@pbpandeyB
#DelhiGovtSchools
#LetsTalkEducation
@shail2018 pic.twitter.com/Zi4YbDFJ7z","['#parentinginlockdown', '#delhigovtschools', '#letstalkeducation']",[],1.04e+18,1.04e+18,RajeshK11526011,Rajesh Kumar,6,23,https://twitter.com/RajeshK11526011/status/1254104900889264128,False,9,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1035104134972620800', 'username': 'RajeshK11526011'}, {'user_id': '30417501', 'username': 'msisodia'}, {'user_id': '1035422983681200128', 'username': 'PbpandeyB'}, {'user_id': '1028607363165630464', 'username': 'shail2018'}]",,,,,lockdown   crisi   becam   creativ   student   onlin   class   gratitud   sir   entir   educ   team   parentinginlockdown   delhigovtschool   letstalkeduc  ,1
3278,3278,3278,1.25e+18,1.25e+18,1587920000000.0,26-04-2020 23:17,530,,"OGod!!!
A #nursing staff, who was deputed at Institute #Rotary Cancer Hospital of Delhi #AIIMS, has tested #positive for #COVID19. Her two kids have also contracted the infection. However, her husband is tested negative.
#DelhiFightsCorona #Coronavirus
#Kejriwal #corona","['#nursing', '#rotary', '#aiims', '#positive', '#covid19', '#delhifightscorona', '#coronavirus', '#kejriwal', '#corona']",[],126994914.0,126994914.0,sanjeetnmishra,Sanjeet N Mishra,7,23,https://twitter.com/sanjeetnmishra/status/1254467244110671873,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '126994914', 'username': 'sanjeetnmishra'}]",,,,,ogod   nurs   staff   deput   institut   rotari   cancer   hospit   delhi   aiim   test   posit   covid   two   kid   also   contract   infect   howev   husband   test   neg   delhifightscorona   coronaviru   kejriw   corona  ,1
3369,3369,3369,1.25e+18,1.25e+18,1587920000000.0,26-04-2020 22:58,530,,"#That's an outstanding feat. But more such tests are required.ð®ð³#Delhi hospital says plasma therapy helped in recovery of Covid-19 patient
  https://timesofindia.indiatimes.com/india/delhi-hospital-says-plasma-therapy-helped-in-recovery-of-covid-19-patient/articleshow/75395149.cms?utm_campaign=andapp&utm_medium=referral&utm_source=native_share_trayÂ â¦
Download the TOI app now:
 https://timesofindia.onelink.me/efRt/installtoiÂ ","['#that', '#delhi']",[],7.1e+17,7.1e+17,Animesh83222241,Animesh Das,7,22,https://twitter.com/Animesh83222241/status/1254462419717545984,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '710166102051913730', 'username': 'Animesh83222241'}]",,,,,outstand   feat   test   requir   delhi   hospit   say   plasma   therapi   help   recoveri   covid   patient   download   toi   app  ,1
3581,3581,3581,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 23:15,530,,"#BiharFightsCorona 

6th update of the day:- 

1 more covid-19 +ve cases in #Bihar Taking the Total to 346.

1- #Female 27 years from #Nepura, #Nalanda has come from #Delhi. 

We are ascertaining her infection trail.

- Sanjay Kumar, Principal Secretary, Health Department,#Bihar","['#biharfightscorona', '#bihar', '#female', '#nepura', '#nalanda', '#delhi', '#bihar']",[],95439035.0,95439035.0,DR_DHIRENDRA_NS,Ambassador of Peace ð®ð³,1,23,https://twitter.com/DR_DHIRENDRA_NS/status/1254829057239216128,False,3,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '95439035', 'username': 'DR_DHIRENDRA_NS'}]",,,,,biharfightscorona   th   updat   day   covid   case   bihar   take   total   femal   year   nepura   nalanda   come   delhi   ascertain   infect   trail   sanjay   kumar   princip   secretari   health   depart   bihar  ,1
3875,3875,3875,1.26e+18,1.26e+18,1588100000000.0,28-04-2020 23:47,530,,"Prepare for #lockdown version-3 in delhi. Except #northeast district, all districts in #delhi are under #redzone. We will win this #COVID19 situation. pic.twitter.com/nLGakdGXe1","['#lockdown', '#northeast', '#delhi', '#redzone', '#covid19']",[],1.24e+18,1.24e+18,VarunMudgil1,Varun Mudgil,2,23,https://twitter.com/VarunMudgil1/status/1255199471807258624,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1243461830887886848', 'username': 'VarunMudgil1'}]",,,,,prepar   lockdown   version   delhi   except   northeast   district   district   delhi   redzon   win   covid   situat  ,-1
3930,3930,3930,1.26e+18,1.26e+18,1588100000000.0,28-04-2020 23:31,530,,Great initiative by @DelhiPolice @CPDelhi to entertain all of us in this pandemic situation. Appreciated â¥ï¸ #coronavirus #DelhiPoliceFightsCOVID #DilKiPolice pic.twitter.com/iWUfQHCzcE,"['#coronavirus', '#delhipolicefightscovid', '#dilkipolice']",[],7.25e+17,7.25e+17,Mahesh_Arora_,Mahesh Arora,2,23,https://twitter.com/Mahesh_Arora_/status/1255195351142686720,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '724503303015436288', 'username': 'Mahesh_Arora_'}, {'user_id': '1850705408', 'username': 'DelhiPolice'}, {'user_id': '626218913', 'username': 'CPDelhi'}]",,,,,great   initi   entertain   u   pandem   situat   appreci   coronaviru   delhipolicefightscovid   dilkipolic  ,1
4033,4033,4033,1.26e+18,1.26e+18,1588100000000.0,28-04-2020 23:09,530,,"#StayHomeStaySafe
#DelhiFightsCorona
COVID-19: Niti Aayog employee tests positive, building sealed for 48 hours:  https://www.thehindu.com/news/national/niti-aayog-building-sealed-for-48-hrs-after-staffer-tests-covid-19-positive/article31451651.eceÂ â¦","['#stayhomestaysafe', '#delhifightscorona']",[],9.52e+17,9.52e+17,KunalDDiwan1,Kunal D Diwan,2,23,https://twitter.com/KunalDDiwan1/status/1255190006651478017,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '952119882564300800', 'username': 'KunalDDiwan1'}]",,,,,stayhomestaysaf   delhifightscorona   covid   niti   aayog   employe   test   posit   build   seal   hour  ,-1
4305,4305,4305,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 23:37,530,,"My story on 

Essential service workers left stranded as Delhi- Haryana border sealed 

#Delhi #Haryana #Badarpur #EssentialWorker #Lockdown
 https://www.aninews.in/news/national/general-news/essential-service-workers-left-stranded-as-delhi-haryana-border-sealed20200429215106#.XqnB_KWaBQ0.twitterÂ â¦","['#delhi', '#haryana', '#badarpur', '#essentialworker', '#lockdown']",[],23345042.0,23345042.0,sahilndy,Sahil Pandey,3,23,https://twitter.com/sahilndy/status/1255559438422835201,False,4,0,3,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '23345042', 'username': 'sahilndy'}]",,,,,stori   essenti   servic   worker   left   strand   delhi   haryana   border   seal   delhi   haryana   badarpur   essentialwork   lockdown  ,-1
4936,4936,4936,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 23:20,530,,"Those who raise the voice of Muslims under the guise of Corona are being tortured. Why is there so much discrimination against Indian Muslims ? Why are police harassing Muslim Social Activists ?

#DelhiPoliceJawabDo pic.twitter.com/aVduCILAJN",['#delhipolicejawabdo'],[],1.07e+18,1.07e+18,mmhussain0001,Muhammad Munawwar Hussain,4,23,https://twitter.com/mmhussain0001/status/1255917566138204166,False,5,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1069415425899941888', 'username': 'mmhussain0001'}]",,,,,rais   voic   muslim   guis   corona   tortur   much   discrimin   indian   muslim   polic   harass   muslim   social   activist   delhipolicejawabdo  ,-1
5034,5034,5034,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 23:01,530,,"A pandemic can't be an opportunity for the Govt. to act on authoritarian terms & criminalise dissent. The arrests of Muslim students under UAPA is unethical & illegal. Charges must be dropped & they must be released. @DelhiPolice must stop harassing students.
#DelhiPoliceJawabDo",['#delhipolicejawabdo'],[],7.67e+17,7.67e+17,HasanabbasIndia,Hasan Abbas,4,23,https://twitter.com/HasanabbasIndia/status/1255912794664255488,False,0,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '767181303053778944', 'username': 'HasanabbasIndia'}, {'user_id': '1850705408', 'username': 'DelhiPolice'}]",,,,,pandem   opportun   govt   act   authoritarian   term   criminalis   dissent   arrest   muslim   student   uapa   uneth   illeg   charg   must   drop   must   releas   must   stop   harass   student   delhipolicejawabdo  ,-1
5043,5043,5043,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 23:00,530,,Hailstorm in Noida / Greater Noida today. #hailstorm #weather #Noida #GreaterNoida #leaveurnutshell #climate #Delhi #GlobalWarming #Trending #lockdown  pic.twitter.com/tk5u9EyfW1,"['#hailstorm', '#weather', '#noida', '#greaternoida', '#leaveurnutshell', '#climate', '#delhi', '#globalwarming', '#trending', '#lockdown']",[],1.23e+18,1.23e+18,leaveurnutshell,leaveurnutshell,4,23,https://twitter.com/leaveurnutshell/status/1255912351192109056,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1227058939839176704', 'username': 'leaveurnutshell'}]",,,,,hailstorm   noida   greater   noida   today   hailstorm   weather   noida   greaternoida   leaveurnutshel   climat   delhi   globalwarm   trend   lockdown  ,0
5048,5048,5048,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 22:59,530,,"In the midst of a pandemic, Delhi police, is arresting, intimidating, and criminalising Muslim leaders. 
The priority of the Police is still it's anti-muslim hatred and bigotry.

#DelhiPoliceJawabDo
#DelhiPoliceJawabDo","['#delhipolicejawabdo', '#delhipolicejawabdo']",[],7.67e+17,7.67e+17,HasanabbasIndia,Hasan Abbas,4,22,https://twitter.com/HasanabbasIndia/status/1255912068386926592,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '767181303053778944', 'username': 'HasanabbasIndia'}]",,,,,midst   pandem   delhi   polic   arrest   intimid   criminalis   muslim   leader   prioriti   polic   still   anti   muslim   hatr   bigotri   delhipolicejawabdo   delhipolicejawabdo  ,-1
5083,5083,5083,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 22:51,530,,"Here's @kawalpreetdu narrates what happened and raises some pertinent questions about the way Delhi Police is functioning amidst this lockdown, targeting activists when they cannot really defend themselves. Please answer her, @CPDelhi #DelhiPoliceJawabDo https://twitter.com/Dipankar_cpiml/status/1255903717238493187Â â¦",['#delhipolicejawabdo'],[],7.2e+17,7.2e+17,PrasenjeetKuma6,Prasenjeet,4,22,https://twitter.com/PrasenjeetKuma6/status/1255910245349470208,False,2,0,0,https://twitter.com/Dipankar_cpiml/status/1255903717238493187,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '719567763824578561', 'username': 'PrasenjeetKuma6'}, {'user_id': '835046725823819777', 'username': 'kawalpreetdu'}, {'user_id': '626218913', 'username': 'CPDelhi'}]",,,,,narrat   happen   rais   pertin   question   way   delhi   polic   function   amidst   lockdown   target   activist   can   not   realli   defend   pleas   answer   delhipolicejawabdo  ,-1
5090,5090,5090,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 22:51,530,,"Dear Government, This is a health emergency right now, plz don't make it a political emergency. Don't use this to take away the democratic rights of the people. Stop arresting students in fabricated cases during a worldwide pandemic. Students are the future.
#DelhiPoliceJawabDo",['#delhipolicejawabdo'],[],7.02e+17,7.02e+17,__virendra_,Virendra Pandey,4,22,https://twitter.com/__virendra_/status/1255910067427213313,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '701797781728440320', 'username': '__virendra_'}]",,,,,dear   govern   health   emerg   right   plz   make   polit   emerg   use   take   away   democrat   right   peopl   stop   arrest   student   fabric   case   worldwid   pandem   student   futur   delhipolicejawabdo  ,1
5441,5441,5441,1.26e+18,1.26e+18,1588440000000.0,02-05-2020 23:51,530,,"They are outdoor for the work when the entire nation celebrates festival.
.
.
Now when the entire nation is at home they are outdoor for the safety of the people..
#abigthankyou
#covid_19
#delhipolice @ Bhattiâ¦  https://www.instagram.com/p/B_sgHj5pltj/?igshid=1otc2u9agil54Â â¦","['#abigthankyou', '#covid_19', '#delhipolice']",[],556854486.0,556854486.0,rani_aarohan,Aarohan Ngo,6,23,https://twitter.com/rani_aarohan/status/1256650000173580289,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '556854486', 'username': 'rani_aarohan'}]",,,,,outdoor   work   entir   nation   celebr   festiv   entir   nation   home   outdoor   safeti   peopl   abigthanky   covid   delhipolic   bhatti  ,1
5530,5530,5530,1.26e+18,1.26e+18,1588440000000.0,02-05-2020 23:34,530,,My lockdown look err maggi noodles look ðð#stayathomestyleð #stylish50â¤ï¸ #instaloveâ¤ #instapicð #delhidudeâ #curlyhairstyles #blackandsilverhair #lovelifelaughð #happyweekendð #youngatheartâ¤ï¸ @ Mayur Vihar Phase 1  https://www.instagram.com/p/B_seJcTFlVr/?igshid=chnan32px59cÂ â¦,"['#stayathomestyle', '#stylish50', '#instalove', '#instapic', '#delhidude', '#curlyhairstyles', '#blackandsilverhair', '#lovelifelaugh', '#happyweekend', '#youngatheart']",[],431158437.0,431158437.0,warrier68,Ramesh Warrier,6,23,https://twitter.com/warrier68/status/1256645662113923073,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '431158437', 'username': 'warrier68'}]",,,,,lockdown   look   err   maggi   noodl   look   stayathomestyl   stylish   instalov   instap   delhidud   curlyhairstyl   blackandsilverhair   lovelifelaugh   happyweekend   youngatheart   mayur   vihar   phase  ,-1
5715,5715,5715,1.26e+18,1.26e+18,1588440000000.0,02-05-2020 23:04,530,,"#COVID__19 cases in past 24 hours - 384( highest single day - spike)
Total cases -4122
 
Deaths in past 24 hrs - 03, 
Total deaths- 64
Active case -2802

Recovered-1256
#DelhiFightsCovid
@TheDailyPioneer
@ArvindKejriwal
@SatyendarJain pic.twitter.com/oUjYuRozz7","['#covid__19', '#delhifightscovid']",[],300674457.0,300674457.0,SapnaSngh,Sapna Singh Guleria,6,23,https://twitter.com/SapnaSngh/status/1256638122139377665,False,5,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '300674457', 'username': 'SapnaSngh'}, {'user_id': '470299753', 'username': 'TheDailyPioneer'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '362506755', 'username': 'SatyendarJain'}]",,,,,covid   case   past   hour   highest   singl   day   spike   total   case   death   past   hr   total   death   activ   case   recov   delhifightscovid  ,-1
949,949,949,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:21,530,,"Incidents of attacking health workers and police can not be a part of a conspiracy, but due to rumours and mistrust.
The governments are not to rule over people but for their welfare while gaining faith and building the trust between citizens. #coronavirus #TablighiJamaat","['#coronavirus', '#tablighijamaat']",[],46084734.0,46084734.0,RehmanMujeeb,Mujeeb ur Rehman,1,23,https://twitter.com/RehmanMujeeb/status/1252293940406972417,False,1,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '46084734', 'username': 'RehmanMujeeb'}]",,,,,incid   attack   health   worker   polic   part   conspiraci   due   rumour   mistrust   govern   rule   peopl   welfar   gain   faith   build   trust   citizen   coronaviru   tablighijamaat  ,-1
3035,3035,3035,1.25e+18,1.25e+18,1587840000000.0,25-04-2020 22:50,530,,"Delhi Govt requests #TablighiJamaat members who have recovered from #COVID to donate plasma for other patients. 
TJ members readily agree! Theyâre literally giving their blood to cure others but no TV news channel will talk about this #Covid_19india #PlasmaTherapy #ramadankareem","['#tablighijamaat', '#covid', '#covid_19india', '#plasmatherapy', '#ramadankareem']",[],1.25e+18,1.25e+18,Luqman_Khan_1,Luqman Khan,6,22,https://twitter.com/Luqman_Khan_1/status/1254098071492759552,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1253317090708054019', 'username': 'Luqman_Khan_1'}]",,,,,delhi   govt   request   tablighijamaat   member   recov   covid   donat   plasma   patient   tj   member   readili   agre   liter   give   blood   cure   other   tv   news   channel   talk   covid   india   plasmatherapi   ramadankareem  ,1
3550,3550,3550,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 23:22,530,,"#TablighiJamaat followers Donating  Plasma for the #CoronaVirus treatment in India.
Indian Media accused them as ""Super spreaders"",called it Corona Jihad but still they want to save the lives of fellow Indians.

Real Heroes!
#à¤¤à¤¬à¥à¤²à¥à¤à¥_à¤à¤®à¤¾à¤¤_à¤ªà¤°_à¤à¤°à¥à¤µ_à¤¹à¥
#TablighiHeros
#Coronaindia pic.twitter.com/AiikOEAtJA","['#tablighijamaat', '#coronavirus', '#à¤¤à¤¬à¥à¤²à¥à¤à¥_à¤à¤®à¤¾à¤¤_à¤ªà¤°_à¤à¤°à¥à¤µ_à¤¹à¥', '#tablighiheros', '#coronaindia']",[],463656236.0,463656236.0,AMubarakamk,Abdul Mubarak Karaje,1,23,https://twitter.com/AMubarakamk/status/1254830811339091968,False,12,5,5,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '463656236', 'username': 'AMubarakamk'}]",,,,,tablighijamaat   follow   donat   plasma   coronaviru   treatment   india   indian   medium   accus   super   spreader   call   corona   jihad   still   want   save   life   fellow   indian   real   hero   tablighihero   coronaindia  ,1
3588,3588,3588,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 23:13,530,,It's your perception. A group #TablighiJamaat did the crime but Muslim leaders came to defend the non-defendables and brought the Muslims in the picture. Still now you are maligning yourself defending individuals or a jamati group creating trouble in quarantine centers.,['#tablighijamaat'],[],2901111054.0,2901111054.0,satyaban_sen,Satyaban Sen,1,23,https://twitter.com/satyaban_sen/status/1254828624303124483,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2901111054', 'username': 'satyaban_sen'}, {'user_id': '58406433', 'username': 'yourUsualEnemy'}]",,,,,percept   group   tablighijamaat   crime   muslim   leader   came   defend   non   defend   brought   muslim   pictur   still   malign   defend   individu   jamati   group   creat   troubl   quarantin   center  ,-1
4449,4449,4449,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 23:03,530,,"#TablighiJamaatVirus is single source of coronavirus spread in India.
@paknews https://twitter.com/paknews/status/1255391742251225096Â â¦",['#tablighijamaatvirus'],[],147257871.0,147257871.0,vandanajain24,vandana jain,3,23,https://twitter.com/vandanajain24/status/1255550779596976128,False,1,0,0,https://twitter.com/paknews/status/1255391742251225096,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '147257871', 'username': 'vandanajain24'}, {'user_id': '18140095', 'username': 'paknews'}]",,,,,tablighijamaatviru   singl   sourc   coronaviru   spread   india  ,-1
949,949,949,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:21,530,,"Incidents of attacking health workers and police can not be a part of a conspiracy, but due to rumours and mistrust.
The governments are not to rule over people but for their welfare while gaining faith and building the trust between citizens. #coronavirus #TablighiJamaat","['#coronavirus', '#tablighijamaat']",[],46084734.0,46084734.0,RehmanMujeeb,Mujeeb ur Rehman,1,23,https://twitter.com/RehmanMujeeb/status/1252293940406972417,False,1,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '46084734', 'username': 'RehmanMujeeb'}]",,,,,incid   attack   health   worker   polic   part   conspiraci   due   rumour   mistrust   govern   rule   peopl   welfar   gain   faith   build   trust   citizen   coronaviru   tablighijamaat  ,-1
3035,3035,3035,1.25e+18,1.25e+18,1587840000000.0,25-04-2020 22:50,530,,"Delhi Govt requests #TablighiJamaat members who have recovered from #COVID to donate plasma for other patients. 
TJ members readily agree! Theyâre literally giving their blood to cure others but no TV news channel will talk about this #Covid_19india #PlasmaTherapy #ramadankareem","['#tablighijamaat', '#covid', '#covid_19india', '#plasmatherapy', '#ramadankareem']",[],1.25e+18,1.25e+18,Luqman_Khan_1,Luqman Khan,6,22,https://twitter.com/Luqman_Khan_1/status/1254098071492759552,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1253317090708054019', 'username': 'Luqman_Khan_1'}]",,,,,delhi   govt   request   tablighijamaat   member   recov   covid   donat   plasma   patient   tj   member   readili   agre   liter   give   blood   cure   other   tv   news   channel   talk   covid   india   plasmatherapi   ramadankareem  ,1
3550,3550,3550,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 23:22,530,,"#TablighiJamaat followers Donating  Plasma for the #CoronaVirus treatment in India.
Indian Media accused them as ""Super spreaders"",called it Corona Jihad but still they want to save the lives of fellow Indians.

Real Heroes!
#à¤¤à¤¬à¥à¤²à¥à¤à¥_à¤à¤®à¤¾à¤¤_à¤ªà¤°_à¤à¤°à¥à¤µ_à¤¹à¥
#TablighiHeros
#Coronaindia pic.twitter.com/AiikOEAtJA","['#tablighijamaat', '#coronavirus', '#à¤¤à¤¬à¥à¤²à¥à¤à¥_à¤à¤®à¤¾à¤¤_à¤ªà¤°_à¤à¤°à¥à¤µ_à¤¹à¥', '#tablighiheros', '#coronaindia']",[],463656236.0,463656236.0,AMubarakamk,Abdul Mubarak Karaje,1,23,https://twitter.com/AMubarakamk/status/1254830811339091968,False,12,5,5,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '463656236', 'username': 'AMubarakamk'}]",,,,,tablighijamaat   follow   donat   plasma   coronaviru   treatment   india   indian   medium   accus   super   spreader   call   corona   jihad   still   want   save   life   fellow   indian   real   hero   tablighihero   coronaindia  ,1
3588,3588,3588,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 23:13,530,,It's your perception. A group #TablighiJamaat did the crime but Muslim leaders came to defend the non-defendables and brought the Muslims in the picture. Still now you are maligning yourself defending individuals or a jamati group creating trouble in quarantine centers.,['#tablighijamaat'],[],2901111054.0,2901111054.0,satyaban_sen,Satyaban Sen,1,23,https://twitter.com/satyaban_sen/status/1254828624303124483,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2901111054', 'username': 'satyaban_sen'}, {'user_id': '58406433', 'username': 'yourUsualEnemy'}]",,,,,percept   group   tablighijamaat   crime   muslim   leader   came   defend   non   defend   brought   muslim   pictur   still   malign   defend   individu   jamati   group   creat   troubl   quarantin   center  ,-1
4449,4449,4449,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 23:03,530,,"#TablighiJamaatVirus is single source of coronavirus spread in India.
@paknews https://twitter.com/paknews/status/1255391742251225096Â â¦",['#tablighijamaatvirus'],[],147257871.0,147257871.0,vandanajain24,vandana jain,3,23,https://twitter.com/vandanajain24/status/1255550779596976128,False,1,0,0,https://twitter.com/paknews/status/1255391742251225096,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '147257871', 'username': 'vandanajain24'}, {'user_id': '18140095', 'username': 'paknews'}]",,,,,tablighijamaatviru   singl   sourc   coronaviru   spread   india  ,-1
