,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,timezone,place,tweet,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,text,labels
2097,2097,2097,1248305664524292096,1248305400857776128,1586454237000,2020-04-09 23:13:57,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#DilSeThankYou

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#dilsethankyou'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,4,23,https://twitter.com/amarprasadreddy/status/1248305664524292096,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '2360634254', 'username': 'imadityaraj_'}, {'user_id': '31348594', 'username': 'akshaykumar'}]",,,,,,1
2099,2099,2099,1248305643548622848,1248305393626943495,1586454232000,2020-04-09 23:13:52,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#DilSeThankYou

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#dilsethankyou'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,4,23,https://twitter.com/amarprasadreddy/status/1248305643548622848,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '295560603', 'username': 'manishchauhan7'}]",,,,,,1
2102,2102,2102,1248305619704016897,1248305375977172992,1586454226000,2020-04-09 23:13:46,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#DilSeThankYou

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#dilsethankyou'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,4,23,https://twitter.com/amarprasadreddy/status/1248305619704016897,False,3,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '1025999922', 'username': 'HenriquesJuliet'}, {'user_id': '4573405572', 'username': 'MumbaiPolice'}]",,,,,,1
2103,2103,2103,1248305596022976512,1248305364891648000,1586454221000,2020-04-09 23:13:41,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#DilSeThankYou

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#dilsethankyou'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,4,23,https://twitter.com/amarprasadreddy/status/1248305596022976512,False,2,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '31348594', 'username': 'akshaykumar'}]",,,,,,1
2105,2105,2105,1248305566381817861,1248305339079901186,1586454214000,2020-04-09 23:13:34,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#DilSeThankYou

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#dilsethankyou'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,4,23,https://twitter.com/amarprasadreddy/status/1248305566381817861,False,3,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '1044797980673495040', 'username': 'Rajnika15348866'}, {'user_id': '31348594', 'username': 'akshaykumar'}]",,,,,,1
2107,2107,2107,1248305509511213056,1248305208347594752,1586454200000,2020-04-09 23:13:20,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#DilSeThankYou

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#dilsethankyou'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,4,23,https://twitter.com/amarprasadreddy/status/1248305509511213056,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '2794701551', 'username': 'anilpanchal1431'}]",,,,,,1
2109,2109,2109,1248305408940208128,1248305140014018561,1586454176000,2020-04-09 23:12:56,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#DilSeThankYou

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#dilsethankyou'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,4,23,https://twitter.com/amarprasadreddy/status/1248305408940208128,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '1173964047630422017', 'username': 'RAHUL846383'}]",,,,,,1
2110,2110,2110,1248305391684874241,1248305127087202304,1586454172000,2020-04-09 23:12:52,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#DilSeThankYou

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#dilsethankyou'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,4,23,https://twitter.com/amarprasadreddy/status/1248305391684874241,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '850525224185495552', 'username': 'Prashan16468007'}]",,,,,,1
2140,2140,2140,1248678079712522240,1248678079712522240,1586543028000,2020-04-10 23:53:48,530,,"Fight against covid-19
#stay_safe
#stay_home
#dilsethankyou ð
#AkshayKumar
@akshaykumar pic.twitter.com/Xfk4IZr4XS","['#stay_safe', '#stay_home', '#dilsethankyou', '#akshaykumar']",[],1057219740404396032,1057219740404396032,AnkurSa48086460,Ankur Saikia,5,23,https://twitter.com/AnkurSa48086460/status/1248678079712522240,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1057219740404396032', 'username': 'AnkurSa48086460'}, {'user_id': '31348594', 'username': 'akshaykumar'}]",,,,,,1
2236,2236,2236,1248673865019953153,1248673865019953153,1586542023000,2020-04-10 23:37:03,530,,"Thank you so much @MumbaiPolice 
Today we are safe only because we are in Mumbai and Mumbai police always available for our safety.
Off course we are sat at home and you are doing work in this dangerous time
Thank you so much 
#DilSeThankYou
#Mumbai #coronavirus #coronawarriors https://twitter.com/MumbaiPolice/status/1247719169748905984Â â¦","['#dilsethankyou', '#mumbai', '#coronavirus', '#coronawarriors']",[],1096832759992107014,1096832759992107014,Nikhils04552331,Nikhil shukla,5,23,https://twitter.com/Nikhils04552331/status/1248673865019953153,False,1,0,0,https://twitter.com/MumbaiPolice/status/1247719169748905984,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1096832759992107014', 'username': 'Nikhils04552331'}, {'user_id': '4573405572', 'username': 'MumbaiPolice'}]",,,,,,1
2241,2241,2241,1248673531107262464,1248673531107262464,1586541943000,2020-04-10 23:35:43,530,,"Name: Team Indore Talk
City: Indore 

Team Indore Talk ki taraf se Doctors, Nurses, Paramedical Staff, Police, Nagar Nigam, NGOs, Volunteers, Government Officials, Vendors, Media, Guards aur sabhi Corona Fighters ko #DilSeThankYou. ðð»

Thanks @akshaykumar Sir for Initiating it.ð pic.twitter.com/P8jWHggNfN",['#dilsethankyou'],[],905021614546313216,905021614546313216,IndoreTalk,Indore Talk,5,23,https://twitter.com/IndoreTalk/status/1248673531107262464,False,38,2,8,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '905021614546313216', 'username': 'IndoreTalk'}, {'user_id': '31348594', 'username': 'akshaykumar'}]",,,,,,1
4447,4447,4447,1251206855587532801,1251206855587532801,1587145935000,2020-04-17 23:22:15,530,,"Dil Se Thank You . . .!
For doctors, nurses, paramedic forces, govt employs, police, military and cleaners they all fights against cororna virus for our nation
They are stay outside for us
.
Stay Home Stay Safe
Jai Hind
.
#lockdown #StayHome #IndiaFightsCorona #DilSeThankYou pic.twitter.com/ZBI3pNo5Tc","['#lockdown', '#stayhome', '#indiafightscorona', '#dilsethankyou']",[],2266206908,2266206908,v_yogindra,Yogindra Vaidya ð®ð³ð,5,23,https://twitter.com/v_yogindra/status/1251206855587532801,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2266206908', 'username': 'v_yogindra'}]",,,,,,1
45,45,45,1244329579768098818,1244329579768098818,1585506264000,2020-03-29 23:54:24,530,,"Sometimes you miss the memories. Not just the person.
#stayhome #staysafe #freetime #chill #gathering #friends #people #bangalorediaries #freetime #art #friends #family #nature #life #living #corona #lockdown #day5â¦  https://www.instagram.com/p/B-U9b3ajUUs/?igshid=80zwbaufk2uyÂ â¦","['#stayhome', '#staysafe', '#freetime', '#chill', '#gathering', '#friends', '#people', '#bangalorediaries', '#freetime', '#art', '#friends', '#family', '#nature', '#life', '#living', '#corona', '#lockdown', '#day5']",[],328551761,328551761,adharshmalayil,Adharsh Malayil,7,23,https://twitter.com/adharshmalayil/status/1244329579768098818,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '328551761', 'username': 'adharshmalayil'}]",,,,,,-1
98,98,98,1244692905555419137,1244692905555419137,1585592888000,2020-03-30 23:58:08,530,,"Corona virus update, it's very dangerous for world.ðð®ð³
#CoronaUpdate #Coronavirustruth #coronavirus #IndiaFightsCoronavirus #CoronaLockdown #WorkFromHomeLife #StayAwareStaySafe #StaySafe #StayHomeStaySafe #StayHomeSaveLives #StayHomeIndia #StaySafeStayHome #GujaratFightsCovid19 pic.twitter.com/4nzDRuXvL7","['#coronaupdate', '#coronavirustruth', '#coronavirus', '#indiafightscoronavirus', '#coronalockdown', '#workfromhomelife', '#stayawarestaysafe', '#staysafe', '#stayhomestaysafe', '#stayhomesavelives', '#stayhomeindia', '#staysafestayhome', '#gujaratfightscovid19']",[],233188283,233188283,YogeshRavaliya,Yogesh Ravaliya,1,23,https://twitter.com/YogeshRavaliya/status/1244692905555419137,False,2,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '233188283', 'username': 'YogeshRavaliya'}]",,,,,,-1
292,292,292,1245414053264199691,1245414053264199691,1585764823000,2020-04-01 23:43:43,530,,"JUST THINK OF YOUR FAMILY, IF NOT OF YOURSELF.
Nagar me faila do, logo ko satark karo.
.
.
#corona #covid19 #quarantine #stayhome #staysafe #welfare
#publicmessage #truemessage #qotd #quoteoftheday #writerscommunityâ¦  https://www.instagram.com/p/B-cqmbAhBX4/?igshid=1uteg47pv3j5aÂ â¦","['#corona', '#covid19', '#quarantine', '#stayhome', '#staysafe', '#welfare', '#publicmessage', '#truemessage', '#qotd', '#quoteoftheday', '#writerscommunity']",[],465753947,465753947,Ajay_Krishnani,Ajay,3,23,https://twitter.com/Ajay_Krishnani/status/1245414053264199691,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '465753947', 'username': 'Ajay_Krishnani'}]",,,,,,-1
374,374,374,1245777381542879234,1245777381542879234,1585851447000,2020-04-02 23:47:27,530,,"This is not correct. They are fighting with most dangerous virus #COVID19 to cure us. Without any cooperation they can't help us.
#COVID19Pandemic #Covid_19india #COVID2019india #coronavirusindia #CoronaAlert #StayHomeStaySafe #StaySafe #stayhomechallenge https://twitter.com/ashokepandit/status/1245737763531563010Â â¦","['#covid19', '#covid19pandemic', '#covid_19india', '#covid2019india', '#coronavirusindia', '#coronaalert', '#stayhomestaysafe', '#staysafe', '#stayhomechallenge']",[],605655372,605655372,udayparnapalli,Udaykumar Parnapalli,4,23,https://twitter.com/udayparnapalli/status/1245777381542879234,False,0,0,0,https://twitter.com/ashokepandit/status/1245737763531563010,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '605655372', 'username': 'udayparnapalli'}]",,,,,,-1
621,621,621,1246138152361668608,1246137021191475201,1585937462000,2020-04-03 23:41:02,530,,"We urge you to donate in whatever way possible for the continuation and expansion of this kitchen which *will serve poor and needy a square meal daily*.

Kindly DM for Details !!!! 

#Covid_19
#staysafe
#FoodForAll","['#covid_19', '#staysafe', '#foodforall']",[],90101748,90101748,siddhantvm,Siddhant Mishra,5,23,https://twitter.com/siddhantvm/status/1246138152361668608,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '90101748', 'username': 'siddhantvm'}]",,,,,,-1
664,664,664,1246136791767359491,1246136791767359491,1585937137000,2020-04-03 23:35:37,530,,"Finally got the time to do something I #love doing. All because of this #lockdown
#clearsky #nopollution #nightsky #lockdown2020 #indiafightscorona #wewillwin
#stayhome #staysafe #stayhealthy #thingstodoâ¦  https://www.instagram.com/p/B-hzQ5nDQaK/?igshid=1bnhfeobktxv3Â â¦","['#love', '#lockdown', '#clearsky', '#nopollution', '#nightsky', '#lockdown2020', '#indiafightscorona', '#wewillwin', '#stayhome', '#staysafe', '#stayhealthy', '#thingstodo']",[],259124678,259124678,AbhinavV77,Abhinav Verma,5,23,https://twitter.com/AbhinavV77/status/1246136791767359491,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '259124678', 'username': 'AbhinavV77'}]",,,,,,-1
875,875,875,1246502184860233728,1246502184860233728,1586024254000,2020-04-04 23:47:34,530,,"Thankyou our doctors, police,rangers And all the peoples who helping us at this time....
 Please Recite Astagfar And Do pray daily to get better days soon InShaAllah #stayhome #stay #covid #stayhome #staysafe #anooshaphotographer #anooshawrites #anooshaArts #coviÌd19 1/3","['#stayhome', '#stay', '#covid', '#stayhome', '#staysafe', '#anooshaphotographer', '#anooshawrites', '#anooshaarts', '#coviÌd19']",[],1101102404567744517,1101102404567744517,Anoosha61140628,Anoosha Khanðµð°,6,23,https://twitter.com/Anoosha61140628/status/1246502184860233728,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1101102404567744517', 'username': 'Anoosha61140628'}]",,,,,,-1
884,884,884,1246501964898127872,1246501964898127872,1586024201000,2020-04-04 23:46:41,530,,"Corona + Avoid = Covid
COVID itself says avoid it.... 
#StayHome #StaySafe @anandmahindra Inspired by you..","['#stayhome', '#staysafe']",[],1134778077358112768,1134778077358112768,KunalMe78109818,Kunal Mehta,6,23,https://twitter.com/KunalMe78109818/status/1246501964898127872,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1134778077358112768', 'username': 'KunalMe78109818'}, {'user_id': '34197952', 'username': 'anandmahindra'}]",,,,,,-1
890,890,890,1246501738279923712,1246501738279923712,1586024147000,2020-04-04 23:45:47,530,,"SemcoCare+  is supplying medical #ppe worldwide with the aim that all the frontline workers remain safe.
Contact us for bulk orders.
WorldWide - Mob: +91 9810068590
#covid19 #staysafestayhome #masks #fightagainstcoronavirus #ppeshortage #ppe #facemask #protectyourself pic.twitter.com/zoM70mtVTC","['#ppe', '#covid19', '#staysafestayhome', '#masks', '#fightagainstcoronavirus', '#ppeshortage', '#ppe', '#facemask', '#protectyourself']",[],28149588,28149588,nksingal,Neeraj Kumar Singal,6,23,https://twitter.com/nksingal/status/1246501738279923712,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '28149588', 'username': 'nksingal'}]",,,,,,1
985,985,985,1246497850239959044,1246497850239959044,1586023220000,2020-04-04 23:30:20,530,JYSK,"A cup of tea is a must after lunchâï¸ and after that we can take our daily napð order at  http://www.JYSK.comÂ  , we are ready for your orders! #shopsafe #shoponline .
.
#ONLINE #ONLINESHOPPING #STAYSAFE #STAYHEALTHY #SHOPONLINE #CORONA #CORONAVIRUS #SOCIALDISTANCING #STAYHOME pic.twitter.com/pfpGS1Wnfl â at JYSK","['#shopsafe', '#shoponline', '#online', '#onlineshopping', '#staysafe', '#stayhealthy', '#shoponline', '#corona', '#coronavirus', '#socialdistancing', '#stayhome']",[],919864044965769216,919864044965769216,JyskKuwait,JYSK_Kuwait,6,23,https://twitter.com/JyskKuwait/status/1246497850239959044,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '919864044965769216', 'username': 'JyskKuwait'}]",,,,,,-1
1053,1053,1053,1246495549437538305,1246495549437538305,1586022672000,2020-04-04 23:21:12,530,"Visakhapatnam, India","Prevention ia better than cure...Beware of covid-19
#stayhome #staysafe
.
.
.
And thank you anna @PawanKalyan @AlwaysRamCharan  for u donations towards covid-19 battleð¤  pic.twitter.com/dedQPRCCNi â at Visakhapatnam, India","['#stayhome', '#staysafe']",[],564747051,564747051,sundharnani,sundhar nani,6,23,https://twitter.com/sundharnani/status/1246495549437538305,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '564747051', 'username': 'sundharnani'}, {'user_id': '2719753171', 'username': 'PawanKalyan'}, {'user_id': '1241261666278359040', 'username': 'AlwaysRamCharan'}]",,,,,,1
1069,1069,1069,1246495087976202252,1246495087976202252,1586022562000,2020-04-04 23:19:22,530,,"Pakistan strategy to fight againt Covid19
#COVID2019 #lockdown #Corona #staysafe #coronavirus  pic.twitter.com/vxCKjhf4uc","['#covid2019', '#lockdown', '#corona', '#staysafe', '#coronavirus']",[],1645725572,1645725572,Aafaaq89,Muhammad Afaq,6,23,https://twitter.com/Aafaaq89/status/1246495087976202252,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1645725572', 'username': 'Aafaaq89'}]",,,,,,-1
1112,1112,1112,1247230002711670785,1247230002711670785,1586197779000,2020-04-06 23:59:39,530,,"No point in dreading, just the make the most of it.
#21daysofquarantine #21daysofme #day13 #day13ofquarantine #stayhome #staysafe #quarantinelife #quarantine #justintime @ Howrah, India  https://www.instagram.com/p/B-pkZk2g50H/?igshid=ha9b3m0r7vvqÂ â¦","['#21daysofquarantine', '#21daysofme', '#day13', '#day13ofquarantine', '#stayhome', '#staysafe', '#quarantinelife', '#quarantine', '#justintime']",[],159012623,159012623,BharatSahal,Bharat Sahal,1,23,https://twitter.com/BharatSahal/status/1247230002711670785,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '159012623', 'username': 'BharatSahal'}]",,,,,,-1
1172,1172,1172,1247227328842719236,1247227328842719236,1586197142000,2020-04-06 23:49:02,530,,"Well .. its a covid-19 effect .... the season is on peak ... and this corona happens ... fuckedup at all ... 
#lol #COVID19Pandemic #COVID19Pandemic #takecareofyourself #StayHome #StaySafeEveryone pic.twitter.com/hRA0y8wMiU","['#lol', '#covid19pandemic', '#covid19pandemic', '#takecareofyourself', '#stayhome', '#staysafeeveryone']",[],1102520526239461376,1102520526239461376,Ckusinghh,Himanshu,1,23,https://twitter.com/Ckusinghh/status/1247227328842719236,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1102520526239461376', 'username': 'Ckusinghh'}]",,,,,,-1
1202,1202,1202,1247226039790526466,1247226039790526466,1586196834000,2020-04-06 23:43:54,530,,"â¢ QUARANTINE TIME REMIX â¢
QUEEN - I WANT TO BREAK FREE (DJ BANDHAN REMIX) 
COMING SOON
#DJBANDHAN #QUARANTINE #STAYHOME #STAYSAFE #remixes #queen #iwanttobreakfree #comingsoon #remix #rework #electro #flstudio #working #bootleg #workingfromhome #electrohouse #electrohousemusic pic.twitter.com/mWAjJDgrEi","['#djbandhan', '#quarantine', '#stayhome', '#staysafe', '#remixes', '#queen', '#iwanttobreakfree', '#comingsoon', '#remix', '#rework', '#electro', '#flstudio', '#working', '#bootleg', '#workingfromhome', '#electrohouse', '#electrohousemusic']",[],295542567,295542567,DJ_Bandhan,DJ Bandhan,1,23,https://twitter.com/DJ_Bandhan/status/1247226039790526466,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '295542567', 'username': 'DJ_Bandhan'}]",,,,,,0
1241,1241,1241,1247224804194672640,1247224804194672640,1586196540000,2020-04-06 23:39:00,530,,"Let's  Pray At Home .. ð§ð© #Stayhome #Staysafe #quarantine #coronavirus
#Namaz #Quran #prayers
#irfanpatan #Bishal_Ahmed #followme
#me #smile #instagood #caption_Instagram #followmeback #bishal_Bangshal #bishalahmed265 #stylie #selfie
#happy #cute #fashion #bishal #cute #tbt #me pic.twitter.com/0TkMdIimPq","['#stayhome', '#staysafe', '#quarantine', '#coronavirus', '#namaz', '#quran', '#prayers', '#irfanpatan', '#bishal_ahmed', '#followme', '#me', '#smile', '#instagood', '#caption_instagram', '#followmeback', '#bishal_bangshal', '#bishalahmed265', '#stylie', '#selfie', '#happy', '#cute', '#fashion', '#bishal', '#cute', '#tbt', '#me']",[],802952825181335552,802952825181335552,Bishalahmed265,Bishal Ahmed,1,23,https://twitter.com/Bishalahmed265/status/1247224804194672640,False,2,0,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '802952825181335552', 'username': 'Bishalahmed265'}]",,,,,,1
1257,1257,1257,1247223954726682629,1247223954726682629,1586196337000,2020-04-06 23:35:37,530,,Quarantine creativity with black sketch pen #StaySafeStayHome @PMOIndia @narendramodi @AmitShah @MoHFW_INDIA @WHO @CMOGuj @vijayrupanibjp @CRPaatil @sanghaviharsh @ArnabGoswamiRtv @RajatSharmaLive @sudhirchaudhary pic.twitter.com/Sp7Mmqmvvc,['#staysafestayhome'],[],1247214166106083335,1247214166106083335,khushi_balar,Khushi balar,1,23,https://twitter.com/khushi_balar/status/1247223954726682629,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1247214166106083335', 'username': 'khushi_balar'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1447949844', 'username': 'AmitShah'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}, {'user_id': '14499829', 'username': 'WHO'}, {'user_id': '765535468104585217', 'username': 'CMOGuj'}, {'user_id': '627355202', 'username': 'vijayrupanibjp'}, {'user_id': '305603067', 'username': 'CRPaatil'}, {'user_id': '171355391', 'username': 'sanghaviharsh'}, {'user_id': '101984908', 'username': 'ArnabGoswamiRTV'}, {'user_id': '122658025', 'username': 'RajatSharmaLive'}, {'user_id': '75246346', 'username': 'sudhirchaudhary'}]",,,,,,-1
1423,1423,1423,1247587762393378818,1247587762393378818,1586283076000,2020-04-07 23:41:16,530,,"Team #SAVETY stands with #FrontLineHeroes, who stand up for Us

Savety Instant Smart Water Tap will ensure corona doesn't spread in #hospitals. Hoping our Heroes #staysafe & #keepsaving lives.

#startup #covid_19 #indiafightscorona #stayhomestaysafe #WorldHealthDay #lockdown  pic.twitter.com/ft9rrUsEDk","['#savety', '#frontlineheroes', '#hospitals', '#staysafe', '#keepsaving', '#startup', '#covid_19', '#indiafightscorona', '#stayhomestaysafe', '#worldhealthday', '#lockdown']",[],859048442160697344,859048442160697344,NutWare_in,NutWare,2,23,https://twitter.com/NutWare_in/status/1247587762393378818,False,0,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '859048442160697344', 'username': 'NutWare_in'}]",,,,,,-1
1429,1429,1429,1247587500391927808,1247587500391927808,1586283013000,2020-04-07 23:40:13,530,,"@trishtrashers talks about the importance of staying home during the lockdown days 
@UNICEFIndia
#21daylockdown #lockdownindia #coronavirusindia #CoronaLockdown #StayHome #StaySafe #StayHomeSaveLives pic.twitter.com/YEOOMynCIG","['#21daylockdown', '#lockdownindia', '#coronavirusindia', '#coronalockdown', '#stayhome', '#staysafe', '#stayhomesavelives']",[],4174198755,4174198755,XavierMariabell,Xavier Journalist,2,23,https://twitter.com/XavierMariabell/status/1247587500391927808,False,6,0,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '4174198755', 'username': 'XavierMariabell'}, {'user_id': '52729592', 'username': 'trishtrashers'}, {'user_id': '66935683', 'username': 'UNICEFIndia'}]",,,,,,-1
1481,1481,1481,1247585097911619585,1247585097911619585,1586282441000,2020-04-07 23:30:41,530,,HAPPY SUNDAY ððââï¸ðð«ð#comedy #video #donttakeitseriously #lekhaprajapati #trending #sunday #lockdowneffect #GharBaithoIndia #coronavirus #WorldHealthDay2020 #behappy #staysafe pic.twitter.com/Thp0dCdBCl,"['#comedy', '#video', '#donttakeitseriously', '#lekhaprajapati', '#trending', '#sunday', '#lockdowneffect', '#gharbaithoindia', '#coronavirus', '#worldhealthday2020', '#behappy', '#staysafe']",[],705657082138271744,705657082138271744,LekhaPrajapati,Lekha Prajapati,2,23,https://twitter.com/LekhaPrajapati/status/1247585097911619585,False,24,6,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '705657082138271744', 'username': 'LekhaPrajapati'}]",,,,,,0
